id_mgs	ERS848618	ERS848619	ERS848620	ERS848621	ERS848622	ERS848623	ERS848624	ERS848625	ERS848626	ERS848627	ERS848628	ERS848629	ERS848630	ERS848631	ERS848632	ERS848633	ERS848634	ERS848635	ERS848636	ERS848637	ERS848638	ERS848639	ERS848640	ERS848641	ERS848642	ERS848643	ERS848644	ERS848645	ERS848646	ERS848647	ERS848648	ERS848649	ERS848650	ERS848651	ERS848652	ERS848653	ERS848654	ERS848655	ERS848656	ERS848657	ERS848658	ERS848659	ERS848660	ERS848661	ERS848662	ERS848663	ERS848664	ERS848665	ERS848666	ERS848667	ERS848668	ERS848669	ERS848670	ERS848671	ERS848672	ERS848673	ERS848674	ERS848675	ERS848676	ERS848677	ERS848678	ERS848679	ERS848680	ERS848681	ERS848682	ERS848683	ERS848684	ERS848685	ERS848686	ERS848687	ERS848688	ERS848689	ERS848690	ERS848691	ERS848692	ERS848693	ERS848694	ERS848695	ERS848696	ERS848697	ERS848698	ERS848699	ERS848700	ERS848701	ERS848702	ERS848703	ERS848704	ERS848705	ERS848706	ERS848707	ERS848708	ERS848709	ERS848710	ERS848711	ERS848712	ERS848713	ERS848714	ERS848715	ERS848716	ERS848717	ERS848718	ERS848719	ERS848720	ERS848721	ERS848722	ERS848723	ERS848724	ERS848725	ERS848726	ERS848727	ERS848728	ERS848729	ERS848730	ERS848731	ERS848732	ERS848733	ERS848734	ERS848735	ERS848736	ERS848737	ERS848738	ERS848739	ERS848740	ERS848741	ERS848742	ERS848743	ERS848744	ERS848745
"msp_0098"	9.40706384393703e-09	0	0	0	1.69570707593045e-09	0	0	0	0	0	0	2.08565070281538e-09	5.18275319430473e-09	0	1.5099257371206e-09	0	0	0	1.18087033243683e-08	0	0	0	1.15266048835801e-08	0	0	0	0	5.01172835250798e-09	0	0	0	8.14743202172938e-09	0	9.14583386245848e-10	1.32403875833036e-09	0	2.83979429498037e-08	5.73931403232899e-09	1.04223373509224e-08	1.53896105489837e-08	0	2.53323165523695e-08	2.20379889876158e-09	0	0	2.22663509316096e-08	1.89292840071454e-08	6.16476123426708e-09	0	0	0	1.25517241721945e-09	0	0	0	1.13355638980296e-09	1.00343554682378e-07	0	0	0	1.16303149788694e-09	5.20976885829668e-09	1.44174626372665e-09	3.61125044189425e-09	0	0	0	0	0	0	1.53568315018314e-08	0	1.36204553852569e-09	2.17164100013639e-07	1.41973623564776e-09	0	3.28918527227606e-09	8.39115534396844e-09	0	0	7.44079534910024e-09	0	0	6.43786238147262e-09	0	0	0	7.87204466864522e-09	1.09536320304405e-09	0	0	4.38397131441738e-09	1.06456740523624e-09	0	0	0	2.6086091123563e-07	1.19342096912407e-08	1.3332001135895e-09	3.19619020473325e-07	0	8.21277511805582e-10	0	0	2.58009354969459e-08	1.58385262057148e-09	0	0	8.04442805419203e-06	1.38625988647862e-09	1.5673690555973e-09	0	3.01763915418876e-09	2.72594830614175e-09	9.94722128530147e-08	4.30475955605387e-08	1.44466849450961e-08	6.98524823913688e-09	0	0	0	0	0	0	0	0	0	0
"msp_0099"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49873493901443e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0100"	1.67656499643291e-08	0	0	0	0	1.95296951114868e-09	0	0	0	0	0	0	0	0	0	0	4.60729041774099e-09	0	0	0	0	1.93867465646925e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27380092222717e-08	0	0	0	0	0	0	0	0	0	0	0	0	1.59181725515211e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98245264306136e-09	0	0	0	0	0	0	0	0	0	0	0	1.4401019703052e-09	0	0	0	0	0	0	0	4.18843098925755e-07	0	0	0	0	0	0	3.81357799306948e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16821445918484e-09	1.19818580788398e-06
"msp_0101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0102"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46712462988168e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56487061803437e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0103"	4.20197399623911e-09	1.05753144311029e-08	2.94661049119081e-08	6.17187567991814e-08	2.27756075554141e-09	2.27508152414044e-08	2.5502488749717e-08	7.90377992817705e-07	2.19443334321026e-09	3.65011032664588e-08	7.61689083429613e-09	0	1.15712039231761e-08	2.8012855598643e-08	5.13659730800304e-07	2.57783491333645e-07	3.51381313367182e-08	5.08218074004946e-09	1.93897951310023e-08	1.10413058943623e-07	9.25807179939419e-09	0	1.65655187008682e-08	1.53448321224738e-08	3.60854761617131e-08	1.41231947235078e-07	3.42933680946319e-09	9.82466319121533e-09	2.45084607385712e-07	0	9.46672169071613e-09	9.43731616919191e-08	1.88414600202263e-08	1.90986883420044e-09	1.04115839444128e-07	0	8.95640387758312e-09	3.11467374457609e-09	4.955011045162e-09	3.01615890778927e-07	0	2.25360788246468e-08	4.47310307541557e-09	2.96426625757014e-09	1.68708154042538e-09	8.25806341783473e-09	4.50185660923414e-09	0	2.69453663773037e-09	2.80809422725196e-08	3.91523243800212e-09	4.92878576937792e-09	2.247606517329e-07	1.09373626370992e-07	3.18499720616055e-09	1.9027902686109e-09	0	1.0703366860485e-08	0	4.48409764106156e-08	2.57129127783585e-08	1.77118163458618e-09	2.93917382799782e-09	0	0	6.7074863475882e-08	4.8507738119966e-08	6.26799508488836e-09	0	6.27260504646529e-09	0	3.13763657116548e-09	7.15636790480523e-08	6.18960555821065e-07	1.56412266340522e-09	8.89926131965316e-09	2.02604697230113e-08	1.07687564556264e-09	2.50019146112385e-07	9.31678144803645e-08	0	8.16267328419707e-09	0	2.28753553346231e-09	1.0544376392206e-08	0	6.98143680658527e-09	5.94530633997409e-09	2.27048125263319e-09	4.20772048787275e-09	0	0	3.44326562487948e-08	4.89920331645774e-08	0	7.01843800780837e-08	1.80156887506245e-07	1.00879120197529e-07	1.64002284865391e-07	5.69995337492044e-08	6.0169540643169e-09	1.58132522915795e-08	3.37850967372494e-07	1.45753137459561e-08	0	0	2.5482363814139e-07	1.35185591520916e-07	1.22888639682231e-07	5.48039729435982e-09	3.44569505436516e-09	0	6.37021661155398e-09	3.94944762591958e-08	0	1.19950801634943e-08	0	1.30292519093992e-08	3.95750766108016e-09	1.24599011549312e-07	1.31029836355981e-08	6.93678177783459e-09	9.80769265625015e-09	0	2.31038026453051e-07	1.79156807607891e-08	7.90216012395275e-09	5.18267005131184e-08
"msp_0104"	0	3.30550333831749e-09	0	0	0	0	0	0	0	0	0	0	1.24153990381228e-08	8.60852109583007e-09	0	1.94983117996331e-08	5.69643643615383e-09	6.79706495288877e-09	0	0	0	0	0	0	0	6.31024816691451e-07	7.22545251217653e-08	3.25373526715625e-09	0	0	0	0	0	3.19170745213212e-09	0	0	3.35380679147063e-08	0	7.53968542837351e-09	0	0	0	1.33866893424321e-09	0	0	3.18704945211023e-09	1.88470312109442e-08	0	0	0	0	0	0	0	3.00970473936771e-07	0	0	0	0	0	7.65435598165818e-09	0	4.73481468691256e-08	0	1.92996361213586e-09	0	1.30302488869371e-07	0	0	5.8623593026069e-08	0	0	1.00460895595807e-08	0	0	2.19472347940313e-09	4.43698946991928e-09	0	0	0	0	5.78505732519084e-08	0	0	0	0	9.96747264693065e-09	7.83290960024213e-08	0	0	2.05491596304203e-09	0	0	0	0	0	0	0	0	0	1.20357016991658e-08	0	0	0	0	0	6.25179021373383e-08	0	1.30481132838811e-07	8.79430137847181e-09	0	0	8.41299312529125e-08	5.65056151577978e-08	0	4.52948457941991e-08	2.25511257655628e-08	0	0	0	0	0	0	0	3.00962827471272e-07	0	1.83368758874998e-09	9.504224863072e-07
"msp_0105"	1.75576542569496e-06	0	6.8602390939468e-09	7.47914973465874e-09	9.54524278722077e-07	1.13624936073668e-08	6.82503448128497e-09	0	1.3354676257901e-09	8.16089316883591e-09	0	3.78070924561099e-06	1.83298441459929e-09	0	0	6.12407453044207e-09	0	5.02442447844225e-07	2.4266566045602e-09	0	0	0	2.91426040599786e-09	0	0	0	5.98892727241229e-06	6.22895678235899e-09	0	0	1.25904413436233e-08	1.3975640099693e-08	1.40289998810457e-09	8.10350005216676e-06	6.70959327067589e-09	2.99624451498942e-05	5.26889106662274e-06	5.70981920154097e-06	1.94272599034353e-05	0	0	8.42993587380512e-09	2.075430173409e-09	2.41328424642913e-06	7.39422795244605e-08	1.08184910448424e-05	5.97795138718128e-09	7.64504098387994e-07	0	0	0	0	0	0	0	6.31385417156131e-09	1.91795246632498e-09	0	0	1.82639876204137e-09	0	0	5.75095274730832e-09	4.13835207547586e-06	3.04549738416502e-07	3.66536549350837e-09	0	0	3.57700795710535e-09	5.61301430879453e-06	0	0	0	0	3.07624909278456e-09	0	2.86743364096264e-09	0	8.09862035693938e-09	4.2249742747612e-09	1.0969067204892e-06	4.75366873358258e-06	6.88438828467695e-06	4.31787383418406e-09	0	0	1.3889149912212e-06	1.3518239624235e-06	0	0	0	0	0	0	0	1.16413644837409e-08	2.22978307368952e-09	0	0	0	0	0	7.65136882226554e-09	1.48763082058381e-05	8.51094684149375e-09	9.27411374328666e-07	3.18207991128999e-06	8.61381156225432e-09	6.13949140239585e-09	1.60161484327423e-05	1.07479525093564e-08	1.21744334190904e-07	1.92792459662861e-08	7.8168956998862e-09	0	1.32550291976264e-08	8.65200115387783e-07	0	0	0	0	0	0	1.48386143872136e-08	4.75220255986301e-06	1.24971193757717e-07	5.52721570261375e-06	3.95829093793638e-09
"msp_0106"	6.44778452420919e-08	0	0	0	0	0	0	0	0	0	0	2.41309102312036e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.751469389706e-08	0	0	0	3.08574687967297e-08	0	0	2.35715307688953e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4317388035636e-09	0	0	0	0	0	0	3.83775021667578e-06	0	0	0	1.59046472345141e-09	0	0	0	0	0	0	0	1.65503303241443e-07	0	1.51976835375217e-06	3.38083582579241e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00179274929648e-07	0	0	0	0	0	0	0	0	0	0	0	0	2.4608001836174e-06	0	0	0	0
"msp_0107"	2.71656030125473e-06	1.849885287376e-07	1.12302199631612e-06	1.26794620588306e-06	1.90939895238937e-07	8.94013544250274e-07	1.69027710234362e-06	2.25733053868853e-09	3.26767266510253e-08	4.06906213586664e-08	1.30044973927843e-06	4.61549499405298e-08	4.85688528131451e-07	8.4127553757293e-08	4.72128954748576e-06	3.53604778576461e-06	2.38848955457308e-06	3.07610033864591e-07	1.91821906100701e-07	3.23326765315237e-08	5.51396167258453e-07	4.44262485881021e-06	5.20967258136305e-08	1.54511721656803e-07	2.20452458274164e-09	1.09465972461605e-05	6.09958428269247e-07	2.08768494033002e-07	2.59353534974495e-05	2.03767920959808e-08	1.46691611325624e-05	5.81186251923671e-07	6.26968719324711e-06	8.87487990872006e-07	1.27590600387682e-09	1.36547812085295e-07	1.38545039324488e-06	6.31512346701731e-08	2.69647031965628e-07	1.23571728893185e-05	1.73321595462031e-08	5.14522072929726e-07	8.32591495356268e-08	1.03273708359647e-06	5.39894125300298e-06	9.07667863367984e-07	1.67279146358938e-07	2.14777603436999e-07	4.98164020915294e-06	2.54390712004514e-07	1.53295075413467e-06	3.22287761830153e-06	1.34992896846319e-06	6.06795463267347e-06	2.45776748916421e-06	1.94199317893511e-08	0	5.69359768186423e-07	3.09979097954457e-07	1.60446163513219e-06	3.24915732957154e-07	5.35947341634306e-07	3.031099629734e-07	1.45747601106591e-07	6.93049901985512e-07	2.48901165561685e-06	6.23502298608543e-07	1.42234687005743e-06	2.15847073954855e-07	1.69209593692374e-06	6.12642379368448e-07	4.64130090734736e-07	6.57814564651019e-07	2.69996256818497e-09	9.60690334103708e-08	7.91664069080829e-08	3.85812505887648e-06	4.0886942887851e-06	8.55086173651978e-06	1.19106594613305e-09	1.12217563502901e-07	6.43292658431591e-07	3.52179865032928e-08	7.65802337941328e-07	3.30344926588684e-06	5.34394711407294e-07	8.93715423966951e-08	3.38114735973463e-07	1.22106369487558e-06	1.02515195342959e-06	1.89827442629572e-07	3.53141658264672e-07	2.02966309536167e-06	1.49007130121323e-09	1.35939428136786e-08	2.48252769031737e-06	1.77089356247917e-07	6.96519802942561e-08	1.67288739553827e-06	7.23827732174382e-07	1.44422331547271e-07	9.02613199607045e-07	5.40481949398912e-06	3.82178084331847e-07	3.46497487954565e-07	7.0704431466074e-08	4.29205522971745e-07	7.38079472010454e-07	1.09951746951876e-06	1.06589043793764e-07	1.77393166834398e-07	5.11951942772096e-06	4.4515650782346e-07	7.01173782471267e-08	0	3.14085014466078e-07	8.86900964097838e-09	1.04401877019577e-06	7.57866953250045e-07	3.77283173253041e-09	2.72114660775112e-07	9.84000551363537e-07	2.09016872757247e-07	6.79156447313166e-06	6.1325382747144e-07	3.43939153346001e-08	1.5401016956002e-06	5.19109125627026e-07
"msp_0108"	0	0	0	0	0	0	2.99603181850581e-09	0	0	0	0	5.58887238746743e-08	1.15307435233066e-09	6.79582553721967e-09	0	0	0	0	0	3.80636675465303e-09	0	0	2.92017414656006e-09	0	0	0	0	0	0	0	0	0	4.35144370765668e-08	0	2.14428538073136e-09	0	0	0	2.99132577713339e-09	0	0	1.79314097049861e-09	1.83151815958462e-08	0	1.30839605076075e-08	4.12693884547048e-09	3.5495621813327e-09	2.83774050061393e-07	8.77953856054829e-09	0	0	0	0	0	4.19245164212166e-09	0	0	0	0	2.90138790665355e-09	4.92833346980872e-09	0	3.799797554755e-08	0	0	0	4.88329439238221e-08	0	1.18535196213368e-08	0	2.27018842093379e-09	2.37256355263807e-09	2.04273756873681e-09	0	3.54748572881339e-08	0	0	8.64368175428162e-09	0	5.07203347233072e-09	0	0	2.01815282366464e-08	0	0	0	0	0	0	0	2.44074693846128e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5439238000529e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39519180026589e-07	8.60049355258478e-08	0	0	0	0	0	0	0
"msp_0109"	3.35940338614583e-08	6.90364579703764e-08	6.08189198020016e-08	8.49290892849171e-08	2.56335808400118e-09	4.56008360919362e-08	1.11679563921147e-06	0	0	0	0	1.83876099467843e-09	5.60339659871643e-09	2.49705559249245e-06	9.90996740601901e-08	1.33709405325954e-06	9.77175234192861e-08	1.05009853854266e-08	0	1.44775337911042e-06	0	1.61593343999508e-09	1.43772525996947e-08	4.12080769973758e-09	0	1.64588185505839e-09	0	1.87825725192216e-08	1.89786542871728e-09	2.84088602307386e-09	2.89361759011227e-09	1.10682400068833e-06	6.63013932359584e-09	0	4.85479456040316e-07	0	5.31750013120094e-08	0	3.88816144125678e-08	0	0	1.57285535556376e-07	3.47739309456279e-09	4.07690793096237e-09	0	8.9863866543873e-09	1.18137387235979e-08	0	6.50579301967439e-09	0	1.43960577934091e-08	0	0	1.32329479764818e-06	0	0	0	8.41854143698827e-09	0	0	1.18373905080081e-08	0	1.60820898177211e-09	0	0	2.81176684104166e-07	4.14875793024319e-08	1.08622248355444e-08	0	0	8.31752053042876e-09	0	6.2315339275813e-08	0	0	2.83318452369894e-08	0	3.01706479921214e-09	0	0	1.93573616848848e-09	3.38531300056597e-08	0	0	3.06104665590523e-09	0	3.40980813797039e-09	0	0	2.09690256044659e-09	6.37442623535681e-09	0	0	0	0	0	0	5.30965351098907e-08	2.36457327328553e-09	8.08687248469466e-07	7.52562603771424e-07	2.34154824535533e-08	7.1118875377345e-07	1.18036337929503e-07	0	0	3.7877560079969e-07	4.18293569385329e-09	0	2.38940800672408e-07	1.27144224334425e-08	0	3.22544948895218e-09	1.5161526505332e-07	0	9.50920827945319e-09	3.17223353731376e-09	1.67964596186361e-07	0	0	0	3.11496325414827e-08	1.37912934576968e-08	0	3.99407216333597e-07	1.23433541205107e-08	5.39652149789146e-09	2.20875439988942e-06
"msp_0110"	3.9942693956651e-07	1.97710107546117e-07	6.93420994910205e-08	2.82205548464608e-06	4.7498247522738e-07	1.54366121725251e-06	7.97135915859127e-09	4.25336525702447e-07	5.28063578612131e-07	1.12495850644307e-06	1.8499715915533e-06	1.24642781246762e-06	4.99067926517335e-07	1.73106681363112e-06	1.88809782761969e-07	1.7741879378894e-09	1.93427095799898e-06	9.79886230536109e-07	4.00854202037458e-06	3.25349589125796e-09	1.56503844921353e-06	6.33562272583872e-09	1.03288893505169e-06	1.50308824116045e-07	2.0725016872684e-06	1.0035709976244e-06	3.28853312874988e-07	7.96655635173632e-07	3.48131888195103e-07	2.10371323285645e-06	3.82963281875078e-08	1.72237784576297e-06	3.68156353179848e-08	6.01151829524384e-07	8.6086187220684e-06	7.97698920956592e-07	1.41233844895177e-06	3.29670126554271e-09	5.51277825158421e-07	0	2.56659150073233e-08	5.93859147991381e-08	2.48216091821109e-06	4.08439390178036e-08	2.70695973225804e-07	3.70663945424155e-07	2.88952770353213e-07	1.27491145389742e-07	8.26025984430117e-07	1.93420527927132e-08	3.45715809619274e-07	4.61045668250248e-07	2.12214385577435e-06	2.39028063205954e-06	4.03092372111814e-07	2.10085088595786e-08	1.25553652610449e-06	1.3396246286296e-07	3.65349511261834e-07	1.14556363328424e-06	6.91251830512662e-07	2.11753457894242e-07	1.1648903785758e-07	2.48517149646134e-07	2.95828625772924e-07	3.84123759311925e-07	0	1.17210040044036e-07	2.28935313008405e-08	6.21031424587278e-07	3.65145151335729e-07	1.34385369630479e-08	2.14131143633749e-07	8.05073172292484e-07	1.25480412316583e-07	9.82652015038911e-07	2.63964864791383e-07	7.69296849799107e-08	1.4045219286274e-07	2.38663458839783e-07	6.90783976246558e-07	1.4916416105155e-06	5.3985872120271e-07	1.19787698512509e-08	1.3516239469297e-06	8.89240412299844e-07	3.79395304417321e-07	7.30758067010255e-07	2.14752506560809e-07	1.38086654278396e-07	5.05492581613136e-08	1.82566134308013e-08	7.03623415076866e-07	2.1811396922464e-09	9.48698860407514e-10	1.80591017482703e-07	4.96587202524569e-07	2.77986709238142e-07	0	1.1933382168048e-07	7.66555418222953e-07	1.43677058471195e-07	2.64626083085721e-06	1.13956768732476e-06	5.62199892847785e-06	1.0239333882505e-06	9.39487684403945e-07	1.17400994311327e-06	0	6.73969053419475e-07	3.58598089215066e-07	8.95372739861356e-08	1.12408186633326e-06	3.43803265089759e-08	1.01460639786457e-06	1.47932797350639e-06	8.77350824064383e-07	4.02851949441038e-07	2.77572772326757e-07	7.06563149341332e-07	7.81073110788828e-07	0	1.05358240055322e-06	1.44078590398305e-07	1.07878646267123e-08	2.41107520806702e-07	7.60810115984887e-07	4.36519197978367e-06
"msp_0111"	0	0	0	0	1.35170920913579e-09	0	0	0	2.10857947429735e-07	8.66106168285827e-08	5.3061733976365e-09	0	0	0	0	1.32079843513289e-08	2.32556953999907e-09	1.92673521532779e-07	4.90864155421785e-06	1.90197126456668e-09	1.01331756331148e-08	4.17573710851237e-09	4.70985143194207e-08	0	4.59155414275022e-09	1.99374157737657e-09	0	0	2.20648146355169e-06	2.60746619884426e-08	0	0	0	0	2.20068208872458e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87762645501724e-07	0	0	0	2.65105482665668e-07	0	0	0	1.06853594983038e-06	0	1.25650884421735e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6973559777089e-09	0	2.98455845268077e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6375184398519e-09	4.07870900296553e-07	0	0	0	0	0	0	0	0	8.90932789108459e-09	8.39397442072625e-07	0	0	0	0	0	1.17375062663707e-06	0	0	0	0	1.39113436879856e-06	1.26325528468246e-09	0	0	0	0	0	0	0
"msp_0112"	3.39447877193107e-09	0	0	0	2.38380689058141e-09	0	0	0	3.14277592526273e-09	0	0	0	0	0	1.36566286512327e-07	0	0	0	0	0	0	0	0	0	0	3.51351370364891e-07	0	3.44488261337897e-08	0	0	0	0	0	0	0	1.86111451483027e-09	4.74949241321536e-09	0	2.26713968906517e-09	0	0	0	0	8.13189047284039e-08	0	1.64800656361802e-09	0	0	0	0	0	0	0	0	5.15726315396073e-08	0	0	0	0	0	0	0	8.014395093642e-09	3.98923992567252e-09	0	0	0	0	0	0	2.81662282432874e-09	0	0	1.07491778477252e-07	0	5.01461207441874e-08	0	0	0	0	0	1.00801388222456e-08	0	0	0	0	0	7.78626974838561e-10	0	0	0	0	0	0	0	0	1.158495779123e-09	0	0	0	6.97279443843493e-09	0	0	0	3.25120733753747e-08	0	0	0	0	0	0	0	1.22501196958114e-07	7.80565737620869e-09	0	0	1.19641557560987e-07	0	0	0	0	0	6.80470079439448e-08	8.8272858912801e-09	0	0	3.84252407645254e-08	0
"msp_0113"	0	0	0	5.5226193037559e-07	0	0	2.51733356159858e-07	0	0	5.06253695293474e-09	0	0	0	0	0	2.96603479197068e-07	0	0	0	2.58475667753655e-08	0	0	0	0	4.15252401525941e-08	7.56367529914618e-08	0	6.10275411616875e-09	0	0	0	0	0	0	0	0	8.59877737864978e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79383164907732e-08	1.34415403587307e-07	0	0	0	5.92330993963533e-09	0	0	0	0	0	0	0	1.33260669404751e-07	2.92378985352475e-08	0	0	0	0	0	0	1.83077384803873e-09	0	0	3.66184618010529e-08	0	2.00629457169248e-08	1.6191098693775e-08	0	0	0	0	0	0	4.11267704990483e-09	0	0	0	0	0	6.12236822238515e-09	0	0	1.96643611033196e-07	0	0	7.59625775131365e-09	2.42621602552638e-08	0	0	1.31807732968096e-07	0	0	0	3.22715273398467e-09	0	0	0	0	0	0	0	0	0	0	1.34748809132848e-07	0	3.02703552840754e-08	0	6.56970902528477e-09	0	0	5.99295586802472e-09	0	0	0
"msp_0114"	0	0	1.77934020201469e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94140993738596e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.41312498304411e-10	0	0	0	0	0	0	0	2.0781785309441e-06	0	0	0	0	0	0	1.09119911135782e-09	0	0	0	0	0	0	0	0	0	0	0	0	1.65492652291403e-06	0	0	0	0	1.41559886664807e-09	0	0	0	0	0	2.55724239948553e-07	0	0	5.58144100013238e-06	0	0	0	1.52701258240049e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9639352277628e-06	0	4.21033239363694e-06	1.72394215897103e-08	1.1525003444991e-09	9.16856880283702e-06	1.25417931858105e-08	3.00684482351345e-09	2.96768067389633e-09	2.52131514954274e-09	3.11081011301202e-07	0
"msp_0115c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0116"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0117"	0	0	2.65203314275966e-08	0	0	0	0	0	2.29466143356318e-07	0	0	4.49484728393435e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72951423030903e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27818195712154e-08	0	0	0	0	0	0	0	2.3687801727834e-09	0	0	0	0	0	0	0	0	2.15116823196717e-07	0	0	0	0	1.62860064827614e-07	3.78404133707597e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9081065099851e-07	2.20085040151273e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82220829189435e-09	0	0	0	0	0	4.12735340024835e-08	0	0	0	0	0	0	0	9.25710361072508e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4031203501126e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7609303072015e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72094302405487e-08	0	0	0	0	0	0	0	0	0	0
"msp_0119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06668858884731e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57856285673832e-09	0	0	0	0	0	0	0	0	0	2.69589209473341e-09	0	0	0	0	0	0	0	0	0	0
"msp_0120"	0	0	0	0	6.7824004223034e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43146453455973e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
