# crocodeel version: 1.2.1 | rf_model: crocodeel_rf_Feb2026_2.joblib | hostname: ggautreau | username: ggautreau | datetime: 2026-05-01T12:16:22 | species_ab_table: species_abundance.tsv | filtering_ab_thr_factor: None | probability_cutoff: 0.5 | rate_cutoff: 0.0
source	target	rate	probability	contamination_specific_species
ERS848627	ERS848624	2.73e-03	0.66	msp_0027,msp_0030,msp_0031,msp_0055,msp_0057,msp_0070,msp_0071,msp_0072,msp_0075,msp_0160,msp_0241,msp_0246,msp_0258,msp_0275,msp_0388,msp_0418,msp_0580,msp_0881,msp_0925
ERS848620	ERS848635	2.71e-03	1.0	msp_0041,msp_0081,msp_0095,msp_0124,msp_0263,msp_0281,msp_0307,msp_0314,msp_0322,msp_0452,msp_0461,msp_0585,msp_0592,msp_0794,msp_0942,msp_0970,msp_1215
ERS848631	ERS848632	2.59e-03	0.77	msp_0040,msp_0043,msp_0068,msp_0071,msp_0152,msp_0186,msp_0204,msp_0241,msp_0250,msp_0301,msp_0338,msp_0340,msp_0346,msp_0374,msp_0402,msp_0626
ERS848618	ERS848633	2.51e-03	1.0	msp_0025,msp_0032,msp_0050,msp_0055,msp_0059,msp_0068,msp_0090,msp_0093,msp_0105,msp_0133,msp_0164,msp_0173,msp_0195,msp_0203,msp_0228,msp_0259,msp_0270,msp_0273,msp_0290,msp_0301,msp_0319,msp_0343,msp_0345,msp_0357,msp_0418,msp_0456,msp_0490,msp_0512,msp_0538,msp_0615,msp_0655,msp_0685,msp_0692,msp_0723,msp_0757,msp_0818,msp_0841,msp_0874,msp_0893,msp_0903,msp_0917,msp_0947,msp_1033,msp_1043,msp_1047,msp_1054,msp_1138,msp_1211
ERS848636	ERS848638	2.48e-03	0.67	msp_0016,msp_0022,msp_0025,msp_0032,msp_0037,msp_0041,msp_0090,msp_0111,msp_0246,msp_0338,msp_0594
ERS848718	ERS848719	2.47e-03	1.0	msp_0016,msp_0032,msp_0034,msp_0040,msp_0043,msp_0053,msp_0088,msp_0093,msp_0095,msp_0144,msp_0147,msp_0168,msp_0199,msp_0205,msp_0265,msp_0279,msp_0290,msp_0306,msp_0384,msp_0452,msp_0480,msp_0512,msp_0585,msp_0592,msp_0594,msp_0597,msp_0777,msp_0988,msp_1523
ERS848620	ERS848630	2.33e-03	0.99	msp_0041,msp_0081,msp_0095,msp_0199,msp_0281,msp_0307,msp_0322,msp_0452,msp_0461,msp_0585,msp_0592,msp_0794,msp_0942,msp_1032,msp_1125,msp_1195,msp_1215
ERS848619	ERS848641	2.19e-03	0.68	msp_0025,msp_0033,msp_0055,msp_0072,msp_0074,msp_0089,msp_0161,msp_0195,msp_0285,msp_0335,msp_0477,msp_0571,msp_0874,msp_1028c
ERS848622	ERS848646	2.14e-03	1.0	msp_0029,msp_0037,msp_0053,msp_0144,msp_0173,msp_0205,msp_0250,msp_0263,msp_0270,msp_0287,msp_0312,msp_0314,msp_0317,msp_0374,msp_0398,msp_0512,msp_0555,msp_0596,msp_0685,msp_0757,msp_0763,msp_0779,msp_0818,msp_0850,msp_0854,msp_1066,msp_1206
ERS848621	ERS848627	2.09e-03	0.98	msp_0025,msp_0262,msp_0277,msp_0281,msp_0300,msp_0322,msp_0357,msp_0581,msp_0611,msp_0893,msp_0917,msp_0932,msp_0935,msp_0981,msp_1168,msp_1327
ERS848621	ERS848623	2.06e-03	0.89	msp_0021,msp_0025,msp_0026,msp_0037,msp_0262,msp_0277,msp_0281,msp_0300,msp_0318,msp_0337,msp_0357,msp_0611,msp_0893,msp_0917,msp_0932,msp_0935,msp_0981,msp_1291,msp_1327
ERS848717	ERS848716	1.94e-03	1.0	msp_0013,msp_0017,msp_0032,msp_0036,msp_0045,msp_0109,msp_0124,msp_0221,msp_0236,msp_0259,msp_0277,msp_0295,msp_0324,msp_0325,msp_0346,msp_0356,msp_0477,msp_0484,msp_0524,msp_0654,msp_0691,msp_1349,msp_1556
ERS848745	ERS848744	1.92e-03	0.91	msp_0005,msp_0030,msp_0052,msp_0086,msp_0100,msp_0104,msp_0109,msp_0147,msp_0180,msp_0295,msp_0403,msp_0785,msp_1237
ERS848634	ERS848646	1.88e-03	1.0	msp_0032,msp_0035,msp_0055,msp_0089,msp_0093,msp_0147,msp_0152,msp_0154,msp_0164,msp_0259,msp_0356,msp_0378,msp_0441,msp_0477,msp_0506,msp_0654,msp_0834
ERS848736	ERS848740	1.85e-03	0.66	msp_0011,msp_0016,msp_0023,msp_0026,msp_0027,msp_0036,msp_0043,msp_0114,msp_0131,msp_0285,msp_0293,msp_0356,msp_0378,msp_0874
ERS848644	ERS848623	1.82e-03	0.56	msp_0010,msp_0071,msp_0105,msp_0144,msp_0173,msp_0263,msp_0285,msp_0374,msp_0779,msp_0818,msp_0947,msp_1156,msp_1234,msp_1570
ERS848706	ERS848707	1.80e-03	1.0	msp_0035,msp_0040,msp_0041,msp_0064,msp_0091,msp_0123,msp_0205,msp_0281,msp_0373,msp_0374,msp_0426,msp_0451,msp_0452,msp_0615,msp_0648,msp_0716,msp_0747,msp_0897,msp_1043,msp_1049
ERS848634	ERS848639	1.80e-03	1.0	msp_0011,msp_0012,msp_0032,msp_0033,msp_0035,msp_0045,msp_0055,msp_0056,msp_0089,msp_0093,msp_0164,msp_0259,msp_0356,msp_0441,msp_0477,msp_0654
ERS848629	ERS848623	1.74e-03	0.98	msp_0016,msp_0039,msp_0041,msp_0043,msp_0134,msp_0143,msp_0195,msp_0260,msp_0306,msp_0383,msp_0452,msp_0484,msp_0512,msp_0547,msp_0585,msp_0681,msp_0764,msp_0876,msp_1047,msp_1134
ERS848621	ERS848629	1.73e-03	1.0	msp_0056,msp_0058,msp_0162,msp_0257,msp_0262,msp_0277,msp_0281,msp_0300,msp_0322,msp_0573,msp_0611,msp_0832,msp_0932,msp_0935,msp_0981,msp_1028c,msp_1168,msp_1327,msp_1635
ERS848647	ERS848740	1.63e-03	0.53	msp_0008,msp_0011,msp_0012,msp_0021,msp_0023,msp_0046,msp_0066,msp_0069,msp_0090,msp_0123,msp_0215
ERS848636	ERS848628	1.59e-03	0.75	msp_0017,msp_0022,msp_0025,msp_0027,msp_0037,msp_0041,msp_0090,msp_0111,msp_0131,msp_0152,msp_0153,msp_0338
ERS848646	ERS848643	1.59e-03	0.7	msp_0068,msp_0111,msp_0126,msp_0166,msp_0188,msp_0208,msp_0301,msp_0436,msp_0464,msp_0479,msp_0530,msp_0769,msp_1114,msp_1244
ERS848627	ERS848623	1.57e-03	0.89	msp_0008,msp_0027,msp_0028,msp_0031,msp_0148c,msp_0160,msp_0241,msp_0275,msp_0324,msp_0418,msp_0484,msp_0580,msp_0881
ERS848727	ERS848730	1.56e-03	1.0	msp_0013,msp_0037,msp_0042,msp_0090,msp_0105,msp_0205,msp_0221,msp_0270,msp_0281,msp_0290,msp_0295,msp_0306,msp_0312,msp_0458,msp_0490,msp_0557,msp_0611,msp_0777,msp_0850
ERS848618	ERS848630	1.55e-03	1.0	msp_0025,msp_0032,msp_0105,msp_0133,msp_0173,msp_0195,msp_0270,msp_0290,msp_0319,msp_0343,msp_0345,msp_0490,msp_0538,msp_0685,msp_0709,msp_0723,msp_0733,msp_0779,msp_0818,msp_0841,msp_1047,msp_1054,msp_1211
ERS848621	ERS848644	1.55e-03	0.98	msp_0026,msp_0057,msp_0142,msp_0257,msp_0277,msp_0281,msp_0357,msp_0464,msp_0576,msp_0611,msp_0832,msp_0917,msp_0932,msp_0935,msp_0981,msp_0986,msp_1168,msp_1635
ERS848621	ERS848624	1.54e-03	1.0	msp_0025,msp_0026,msp_0037,msp_0141,msp_0142,msp_0162,msp_0166,msp_0257,msp_0262,msp_0277,msp_0281,msp_0300,msp_0322,msp_0337,msp_0356,msp_0357,msp_0611,msp_0893,msp_0917,msp_0932,msp_0935,msp_0981
ERS848640	ERS848641	1.44e-03	0.68	msp_0008,msp_0012,msp_0017,msp_0022,msp_0035,msp_0059,msp_0066,msp_0134,msp_0280,msp_0507,msp_0580,msp_1436
ERS848640	ERS848619	1.43e-03	0.89	msp_0015,msp_0017,msp_0022,msp_0059,msp_0066,msp_0083,msp_0134,msp_0271,msp_0280,msp_0468,msp_0507,msp_0580,msp_1436
ERS848690	ERS848710	1.37e-03	1.0	msp_0017,msp_0039,msp_0095,msp_0178,msp_0215,msp_0231,msp_0271,msp_0369,msp_0398,msp_0402,msp_0441,msp_0462,msp_0489,msp_0490,msp_0546,msp_0654,msp_0709,msp_0757,msp_1093
ERS848622	ERS848639	1.35e-03	0.98	msp_0029,msp_0087,msp_0144,msp_0173,msp_0196,msp_0263,msp_0312,msp_0317,msp_0398,msp_0512,msp_0685,msp_0779,msp_0850,msp_0854,msp_1066,msp_1206
ERS848634	ERS848643	1.34e-03	0.66	msp_0033,msp_0035,msp_0045,msp_0075,msp_0093,msp_0152,msp_0208,msp_0356,msp_0388,msp_0441,msp_0477,msp_0506,msp_0654
ERS848618	ERS848635	1.32e-03	0.98	msp_0059,msp_0068,msp_0133,msp_0173,msp_0195,msp_0290,msp_0345,msp_0685,msp_0841,msp_1047,msp_1054
ERS848629	ERS848627	1.24e-03	1.0	msp_0016,msp_0039,msp_0040,msp_0041,msp_0043,msp_0134,msp_0143,msp_0195,msp_0250,msp_0260,msp_0306,msp_0383,msp_0398,msp_0452,msp_0512,msp_0585,msp_0681,msp_0764,msp_1043,msp_1047,msp_1134
ERS848622	ERS848634	1.18e-03	1.0	msp_0029,msp_0144,msp_0173,msp_0205,msp_0287,msp_0374,msp_0398,msp_0512,msp_0596,msp_0685,msp_0779,msp_0850,msp_0854,msp_1066,msp_1206
ERS848644	ERS848627	1.17e-03	0.9	msp_0013,msp_0105,msp_0125,msp_0144,msp_0173,msp_0263,msp_0314,msp_0534,msp_0648,msp_0779,msp_0818,msp_0947,msp_1234,msp_1570
ERS848640	ERS848625	1.15e-03	0.98	msp_0003,msp_0008,msp_0015,msp_0022,msp_0023,msp_0035,msp_0059,msp_0079,msp_0083,msp_0134,msp_0196,msp_0271,msp_0280,msp_0388,msp_0468,msp_0580,msp_1436
ERS848744	ERS848633	1.12e-03	0.77	msp_0029,msp_0041,msp_0043,msp_0060,msp_0068,msp_0090,msp_0105,msp_0154,msp_0164,msp_0196,msp_0291,msp_0301,msp_0306,msp_0374,msp_0389,msp_0490,msp_0763,msp_0893
ERS848640	ERS848631	1.10e-03	0.54	msp_0008,msp_0015,msp_0059,msp_0083,msp_0271,msp_0280,msp_0507,msp_0580,msp_1436
ERS848727	ERS848733	1.09e-03	0.64	msp_0013,msp_0032,msp_0037,msp_0040,msp_0042,msp_0105,msp_0134,msp_0258,msp_0270,msp_0281,msp_0290,msp_0306,msp_0398,msp_0490,msp_0557,msp_0777
ERS848622	ERS848643	1.02e-03	0.85	msp_0087,msp_0144,msp_0173,msp_0205,msp_0263,msp_0312,msp_0398,msp_0685,msp_0779,msp_0850,msp_0854,msp_1206
ERS848744	ERS848745	9.87e-04	1.0	msp_0013,msp_0015,msp_0029,msp_0041,msp_0042,msp_0045,msp_0048,msp_0055,msp_0060,msp_0068,msp_0090,msp_0105,msp_0124,msp_0152,msp_0154,msp_0164,msp_0215,msp_0236,msp_0271,msp_0306,msp_0336,msp_0345,msp_0346,msp_0374,msp_0405,msp_0418,msp_0441,msp_0456,msp_0484,msp_0763,msp_0818,msp_0893
ERS848673	ERS848699	9.84e-04	0.82	msp_0017,msp_0095,msp_0224,msp_0302,msp_0709,msp_0753,msp_0981,msp_1069,msp_1093,msp_1530c
ERS848701	ERS848690	9.83e-04	0.86	msp_0026,msp_0041,msp_0042,msp_0173,msp_0277,msp_0290,msp_0319,msp_0322,msp_0538,msp_0764,msp_0777,msp_1530c
ERS848619	ERS848625	9.36e-04	0.99	msp_0025,msp_0029,msp_0033,msp_0055,msp_0072,msp_0074,msp_0075,msp_0089,msp_0125,msp_0161,msp_0195,msp_0285,msp_0301,msp_0356,msp_0571,msp_0763
ERS848634	ERS848637	9.35e-04	0.98	msp_0011,msp_0012,msp_0032,msp_0033,msp_0035,msp_0045,msp_0089,msp_0093,msp_0110,msp_0164,msp_0208,msp_0258,msp_0259,msp_0356,msp_0388,msp_0441,msp_0477,msp_0654
ERS848629	ERS848624	9.12e-04	1.0	msp_0039,msp_0041,msp_0043,msp_0134,msp_0143,msp_0195,msp_0250,msp_0260,msp_0306,msp_0383,msp_0398,msp_0452,msp_0512,msp_0681,msp_0764,msp_1043,msp_1047,msp_1134
ERS848644	ERS848624	9.05e-04	0.65	msp_0013,msp_0105,msp_0144,msp_0263,msp_0285,msp_0534,msp_0648,msp_0654,msp_0779,msp_0818,msp_0947,msp_1234
ERS848618	ERS848620	8.95e-04	0.55	msp_0025,msp_0133,msp_0173,msp_0270,msp_0290,msp_0312,msp_0343,msp_0685,msp_0723,msp_0841,msp_1047,msp_1054,msp_1211
ERS848646	ERS848637	8.70e-04	0.98	msp_0016,msp_0058,msp_0068,msp_0072,msp_0107,msp_0111,msp_0126,msp_0162,msp_0171,msp_0208,msp_0246,msp_0380,msp_0436,msp_0464,msp_0530,msp_0769,msp_1244
ERS848622	ERS848637	8.69e-04	0.98	msp_0029,msp_0087,msp_0173,msp_0205,msp_0263,msp_0312,msp_0398,msp_0512,msp_0685,msp_0779,msp_0818,msp_1206
ERS848642	ERS848628	7.95e-04	0.69	msp_0008,msp_0010,msp_0011,msp_0045,msp_0126,msp_0131,msp_0217,msp_0331,msp_0333,msp_0340,msp_0649
ERS848629	ERS848621	7.01e-04	0.97	msp_0016,msp_0039,msp_0041,msp_0124,msp_0134,msp_0143,msp_0195,msp_0250,msp_0260,msp_0383,msp_0452,msp_0681,msp_0763,msp_1047
ERS848718	ERS848717	6.97e-04	1.0	msp_0016,msp_0034,msp_0040,msp_0043,msp_0053,msp_0095,msp_0144,msp_0168,msp_0199,msp_0290,msp_0306,msp_0480,msp_0585,msp_0763
ERS848707	ERS848662	6.76e-04	0.83	msp_0016,msp_0029,msp_0036,msp_0037,msp_0057,msp_0063,msp_0149,msp_0168,msp_0178,msp_0441,msp_0529,msp_0594,msp_0646
ERS848677	ERS848652	6.62e-04	0.54	msp_0015,msp_0023,msp_0031,msp_0032,msp_0043,msp_0107,msp_0259,msp_0263,msp_0356,msp_0763,msp_0785
ERS848629	ERS848644	6.60e-04	1.0	msp_0016,msp_0039,msp_0040,msp_0041,msp_0043,msp_0134,msp_0143,msp_0250,msp_0260,msp_0306,msp_0383,msp_0512,msp_0585,msp_0681,msp_0764,msp_1043,msp_1047,msp_1134
ERS848707	ERS848654	6.37e-04	0.88	msp_0029,msp_0034,msp_0036,msp_0037,msp_0039,msp_0042,msp_0149,msp_0164,msp_0168,msp_0178,msp_0269,msp_0280,msp_0480,msp_0594
ERS848730	ERS848726	6.05e-04	0.92	msp_0003,msp_0016,msp_0036,msp_0043,msp_0089,msp_0095,msp_0121,msp_0210,msp_0357,msp_0538,msp_0700
ERS848653	ERS848713	6.01e-04	0.86	msp_0039,msp_0041,msp_0043,msp_0068,msp_0091,msp_0124,msp_0134,msp_0164,msp_0215,msp_0236,msp_0262,msp_0763,msp_0917
ERS848743	ERS848742	5.87e-04	0.53	msp_0035,msp_0060,msp_0123,msp_0197,msp_0215,msp_0262,msp_0271,msp_0452,msp_0534,msp_0747
ERS848707	ERS848649	5.64e-04	1.0	msp_0016,msp_0029,msp_0034,msp_0036,msp_0037,msp_0042,msp_0057,msp_0068,msp_0149,msp_0321,msp_0444
ERS848707	ERS848706	5.50e-04	0.63	msp_0036,msp_0037,msp_0063,msp_0068,msp_0269,msp_0321,msp_0444,msp_0529,msp_0646
ERS848700	ERS848694	5.03e-04	0.67	msp_0041,msp_0042,msp_0105,msp_0137,msp_0139,msp_0199,msp_0215,msp_0681,msp_0789,msp_0872,msp_1260
ERS848672	ERS848670	4.58e-04	0.61	msp_0013,msp_0025,msp_0045,msp_0053,msp_0071,msp_0075,msp_0124,msp_0147,msp_0263,msp_0324
ERS848700	ERS848692	4.15e-04	0.93	msp_0041,msp_0105,msp_0137,msp_0139,msp_0199,msp_0215,msp_0681,msp_0789,msp_0872,msp_1260
ERS848672	ERS848667	3.98e-04	0.9	msp_0025,msp_0071,msp_0075,msp_0124,msp_0147,msp_0263,msp_0314,msp_0374,msp_0456
ERS848695	ERS848676	3.98e-04	0.9	msp_0015,msp_0034,msp_0042,msp_0053,msp_0055,msp_0090,msp_0224,msp_0285,msp_0325,msp_0389,msp_0997
ERS848711	ERS848657	3.46e-04	0.7	msp_0017,msp_0031,msp_0040,msp_0079,msp_0090,msp_0164,msp_0227,msp_0362,msp_0834
ERS848718	ERS848716	3.45e-04	0.97	msp_0034,msp_0040,msp_0043,msp_0053,msp_0069,msp_0144,msp_0168,msp_0199,msp_0290,msp_0306,msp_0480,msp_0585,msp_0777
