id_mgs	ERS1066673	ERS1066712	ERS1066719	ERS1066672	ERS1066739	ERS1066694	ERS1066693	ERS1066720	ERS1066674	ERS1066695	ERS1066675	ERS1066721	ERS1066722	ERS1066676	ERS1066696	ERS1066697	ERS1066723	ERS1066678	ERS1066699	ERS1066725	ERS1066677	ERS1066700	ERS1066679	ERS1066726	ERS1066680	ERS1066698	ERS1066727	ERS1066701	ERS1066724	ERS1066681	ERS1066682	ERS1066702	ERS1066703	ERS1066728	ERS1066729	ERS1066683	ERS1066704	ERS1066730	ERS1066685	ERS1066684	ERS1066706	ERS1066732	ERS1066686	ERS1066705	ERS1066707	ERS1066733	ERS1066687	ERS1066708	ERS1066731	ERS1066734	ERS1066691	ERS1066713	ERS1066740	ERS1066714	ERS1066735	ERS1066741	ERS1066742	ERS1066715	ERS1066716	ERS1066717	ERS1066743	ERS1066654	ERS1066657	ERS1066660	ERS1066663	ERS1066710	ERS1066737	ERS1066653	ERS1066656	ERS1066659	ERS1066662	ERS1066668	ERS1066665	ERS1066671	ERS1066666	ERS1066669	ERS1066692	ERS1066718	ERS1066634	ERS1066635	ERS1066636	ERS1066637	ERS1066688	ERS1066640	ERS1066638	ERS1066639	ERS1066709	ERS1066689	ERS1066736	ERS1066641	ERS1066642	ERS1066643	ERS1066645	ERS1066644	ERS1066646	ERS1066647	ERS1066648	ERS1066649	ERS1066650	ERS1066651	ERS1066652	ERS1066655	ERS1066658	ERS1066661	ERS1066664	ERS1066667	ERS1066670	ERS1066690	ERS1066711	ERS1066738
"msp_0125"	3.09914152686665e-07	1.46231833075252e-07	0	3.5988653282272e-07	0	2.668359689113e-06	9.37752157148427e-07	1.08388345116178e-09	1.38535744010446e-06	1.77184179055062e-07	2.60448539104145e-07	4.39860048163922e-07	4.01593825876123e-07	1.82695591429711e-06	0	9.02093816128788e-07	1.33353391462614e-09	0	1.45170173514629e-06	1.27804824363888e-06	2.29948509405663e-07	3.0882482180776e-07	1.96175508566423e-09	1.53693478332116e-09	5.48489525429648e-07	3.74527500950795e-07	1.57398554349976e-09	2.3229603804723e-06	1.46226892079886e-06	4.71829720245789e-08	5.67528084432447e-09	9.79732483629295e-07	2.15545727803701e-06	7.66636831887478e-07	3.55179867993747e-06	3.05011786520714e-07	1.79419569877354e-09	9.24226190320927e-07	5.67993153068127e-09	2.12478135948677e-06	3.33849455510455e-07	1.00258803244341e-09	1.47672098432399e-06	3.04568179728556e-07	9.38588779792643e-07	1.69748975581991e-09	3.21179332332164e-07	5.65104055943238e-08	1.13647580360689e-06	3.2462419438151e-08	1.61868858888696e-06	1.16842744595058e-09	2.18157075372539e-09	2.23396078570131e-07	4.43515203877774e-06	3.48337354119703e-07	1.03814732694226e-06	9.59562299782397e-08	1.22876207326278e-06	1.97417506328095e-09	1.07201324782796e-09	2.99308347233076e-07	0	0	8.6075707990066e-08	2.00329635168042e-07	2.79310928954441e-06	0	1.39679824398688e-08	0	7.05635044677591e-07	4.24249151745049e-07	1.97975920921462e-08	2.85808581549944e-08	3.42497864225135e-07	1.63829564398324e-06	0	2.07765832096369e-09	2.57743670010259e-06	3.24307762687877e-07	8.85613246462453e-07	0	3.75582528541038e-07	1.11145252364629e-09	1.54743274208153e-06	9.8760444615306e-06	1.41746102923838e-09	9.37270490374264e-07	1.17354704489957e-09	1.22585979558294e-06	2.22167262900484e-07	0	1.86404373202568e-08	8.84881326495395e-08	3.97777671908758e-07	1.00165249180311e-06	1.91677752975617e-07	1.9841245129048e-08	5.13207543230848e-07	4.25783267430457e-07	4.3804442079746e-06	1.50002199971667e-08	7.63219406028548e-07	7.39498676352581e-09	8.34037320809702e-06	3.84386371912472e-09	1.65100751564863e-06	3.51705545581927e-08	5.77668922512732e-07	1.71942940587114e-09
"msp_0126"	1.76156124873683e-07	2.77356835723348e-07	3.10503379246841e-06	1.57340868700938e-09	2.96941780943653e-06	5.37573060653017e-07	2.9098097737319e-07	1.84476308156932e-06	1.27388056602769e-08	2.59452090663915e-08	1.74760079792527e-07	5.92075010294504e-07	6.99787159558635e-08	1.55739093445902e-09	1.30342392353413e-06	1.1767305082878e-06	4.58585724672567e-06	1.22346858826939e-05	1.15418079384953e-07	7.16971433593817e-07	1.01385966563217e-09	1.37323296840722e-07	2.45772212955691e-09	3.83376924509831e-09	5.74333486834075e-08	2.34658169635397e-06	1.92130815838982e-06	2.34659495034328e-05	1.01425125008915e-06	1.7052231646957e-07	1.08125082898777e-07	1.49865085789503e-06	4.68535768906287e-08	2.95823476951212e-07	6.19280704818715e-07	2.60418904299089e-09	9.59456831799732e-10	1.51294985439666e-09	8.88808289255616e-08	1.28947705988578e-07	7.69648738732014e-07	2.90368085075348e-06	7.02824254104931e-08	7.49961824214822e-08	1.33034604881458e-07	8.60818893072388e-09	3.27528731854874e-07	9.33044304391279e-08	1.91123043248466e-06	5.25407420117544e-08	5.47386151116823e-07	5.60560018421795e-07	3.39005889090426e-07	1.81005498119084e-07	5.08320947403047e-07	3.89076633909441e-08	1.68803309037759e-06	4.78507780824859e-07	1.80096708834534e-08	1.32910057565863e-06	1.05410379686662e-09	6.7464153345562e-07	1.20572388874404e-06	3.20769553169588e-07	2.14967297214382e-07	6.95236192890345e-08	6.65568287448756e-07	1.47004629973764e-06	2.46415622316427e-06	8.58860457144416e-07	1.36380469227571e-07	9.75033334573595e-07	2.60001762905595e-08	1.98687641401495e-06	9.83257796637252e-07	2.37376366426843e-06	7.80550315069436e-06	2.41639361457137e-06	6.51342138784405e-07	1.82254650326361e-09	2.83216685851959e-07	2.94010630058958e-07	1.62569051833106e-07	4.23106201389284e-06	2.31007734568461e-09	2.32042586728789e-09	4.55511591088001e-06	1.9271395047202e-07	6.35361651105728e-07	3.3819728919184e-09	9.52008735843061e-08	6.88874391718361e-07	1.11054235392437e-06	3.8914600949429e-06	6.12343091434518e-08	3.05530787227206e-07	5.79735609165321e-07	4.54034123501856e-08	1.33690278275327e-06	4.68411472861536e-08	1.68785003157066e-07	2.40409310315038e-06	8.97023872257145e-08	7.55999844965431e-07	8.09352494636643e-07	8.8242472456528e-06	1.88628809596356e-06	3.16289529424242e-06	1.99561166659813e-07	6.40568921540003e-06
"msp_0127"	0	0	0	0	0	0	3.16913407915332e-07	0	0	3.08031863064135e-07	0	0	6.43454704465719e-06	4.65722069253504e-06	0	0	7.70625287841679e-10	0	9.73456648752277e-08	6.18697859406188e-06	1.52093957774642e-06	0	0	0	2.04586989885402e-09	8.78263262929355e-10	0	5.14274905899339e-09	0	0	0	0	4.73256977362758e-06	0	0	3.64885810599044e-06	0	0	0	1.10651762113964e-08	8.97405803912878e-07	2.6510362436587e-09	0	0	0	0	0	0	8.23636396937078e-10	0	1.16968550918514e-09	9.05795686320058e-10	0	0	0	4.55775348030313e-07	0	1.09831313669461e-09	0	7.89207609311138e-10	0	0	0	0	0	1.08694339966651e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71774597099557e-09	0	0	9.22235462013552e-10	2.3327465335761e-09	0	0	0	7.81104985296723e-10	0	0	0	0	8.51947352275864e-10	0	0	0	1.60435093634918e-08	0	0	0	0	2.03910194262606e-09	1.89299410690464e-09	0	0	0	0	0	0
"msp_0128"	7.10859631712219e-08	9.89117813893914e-09	3.5852719027708e-09	0	3.13987300571497e-09	1.40976877391013e-08	4.94807464426834e-09	3.69809391958377e-09	2.97026670996405e-07	2.10264468298587e-07	4.20767161115159e-07	7.05340782458684e-09	8.43661951779481e-08	3.60963528786377e-09	0	0	0	8.30296171012149e-08	2.33891443208431e-07	2.10448870032513e-07	1.10609837950252e-07	0	0	3.09148417631816e-06	0	1.2665371726582e-07	0	2.17591776010381e-09	3.92420455035352e-07	1.08751662134762e-07	0	0	5.3186706300227e-08	6.74644476537091e-07	1.49548511316401e-07	4.13270811723735e-07	0	6.5069011574452e-09	2.37828076221468e-08	1.68735141161142e-07	3.91568542870339e-07	0	0	1.10389256769617e-06	9.14187195831309e-08	6.45611283092956e-09	0	1.2773895036484e-08	2.25967760766313e-07	1.09125176386142e-08	6.18399726483592e-07	0	0	9.18087783764564e-08	2.25177125444708e-06	7.0756189776959e-08	0	0	7.80198565775418e-07	2.49559525643187e-07	0	2.85799079513454e-07	5.50909112516955e-08	8.667351902702e-09	9.73255029269637e-07	1.17535941753951e-07	6.09294114203248e-07	0	0	0	5.77308514441904e-07	4.21399042588834e-08	6.6611232567222e-09	1.31623749578242e-08	6.41935733673866e-09	4.63953061430418e-07	0	0	1.72323175118673e-07	0	0	3.1371779658273e-09	9.67826964467863e-09	0	9.35831736259447e-07	0	3.51626584109814e-07	7.90875582195763e-09	8.62099919012068e-09	0	4.7492822644078e-07	0	0	2.90433464204521e-07	0	1.16817924576928e-06	8.82366149962302e-09	0	9.13933446730757e-09	2.00495553161581e-08	3.26948829643294e-07	0	5.6615559304095e-07	1.08448737462697e-06	0	2.81902129578092e-09	2.77516467316072e-07	1.50994821635682e-08	2.54488272744208e-07	0
"msp_0129"	4.40687349058036e-07	6.03390110037978e-07	9.45096568520536e-07	6.72811910880135e-09	6.5466120661096e-07	2.94512623433728e-07	4.56264343186872e-09	0	6.88474468194822e-07	5.1261012485559e-08	1.99312027441547e-08	1.86234038441509e-07	1.29748014925988e-07	1.59041584673013e-07	1.94634281900001e-06	1.2755571865638e-09	0	1.52642634232432e-06	3.07403051496313e-07	1.60518745021152e-09	1.55758657370913e-07	1.59813762720138e-07	1.5034934232501e-09	2.91291117755312e-07	1.07654139918325e-08	1.79417247154825e-07	1.07328606972337e-06	3.14195000960476e-06	1.54695189556561e-06	8.50814108672243e-08	1.73304607802646e-09	2.8844059634174e-07	1.63926616989003e-07	3.22492255817018e-07	5.42100931143585e-07	3.49937225014307e-07	0	0	9.34077374947304e-07	2.99705024639043e-09	1.54797096987601e-07	2.98529837275959e-07	3.91440811144045e-07	1.86283474853955e-07	1.02713504901802e-07	8.15380747878137e-07	3.81366117949002e-07	2.28304154244018e-07	9.61536882008671e-08	6.8584195620817e-08	1.0181961568609e-08	0	1.69114745935117e-06	4.24140626437227e-07	2.08457041747296e-07	0	4.50020350622292e-07	4.78510682520954e-07	5.30945032328797e-07	0	9.02128901722498e-08	2.31817919534475e-07	5.43106087798593e-07	9.35474706682362e-07	2.19120214739092e-07	2.90892403180704e-08	1.21170652848452e-07	6.2403953987021e-07	1.81060033732723e-06	9.55292120114101e-10	2.16917368097177e-07	3.96341421708916e-07	6.44668099329249e-07	3.3930722849999e-07	1.13204435076688e-09	3.56049595935017e-07	6.92463740630087e-08	3.16102427494707e-06	2.99814667024504e-07	0	2.19055521968059e-07	2.95739310842979e-07	1.01054901238834e-06	0	5.13492905041119e-07	6.33236415446816e-07	5.0495148192593e-07	3.76164235233127e-08	2.23491732292338e-07	1.09545530255059e-07	0	5.35236708353992e-07	2.76523454029913e-06	9.68946572932077e-07	2.0393588655561e-07	3.67891286368292e-07	1.51183592325751e-07	0	2.38746158599996e-07	3.37233292463203e-07	3.12327447769766e-09	2.15000530495173e-06	1.86003753029065e-07	2.02313891350233e-07	5.48774017698974e-07	5.13817467574016e-07	9.05452536252557e-07	4.01176475436795e-07	6.16822691566688e-07	8.45827364312745e-07
"msp_0130"	3.02109443238315e-09	0	3.98104368680214e-09	6.46057511943221e-06	0	6.45125491545088e-06	2.56648993600241e-09	0	1.34954701620868e-08	0	8.4492441613256e-07	0	1.11788660081357e-06	4.88868941789471e-06	0	4.20306641269444e-08	0	3.45649624318876e-09	0	7.5963107397072e-07	3.15452030821061e-07	4.44157626395742e-09	0	0	8.27564931383169e-08	0	9.21314859321755e-10	0	3.12112949513003e-06	1.62852872490902e-06	1.59023813788799e-09	0	2.22911862058503e-06	4.92000048444517e-08	5.95203120598405e-06	0	0	0	8.72273762572449e-07	4.27236447641769e-07	5.91891397767127e-07	1.22094670268718e-06	0	4.76366168750721e-07	0	6.76947987080602e-10	1.66308370735266e-07	2.29182831449797e-06	4.68635853128859e-07	1.91347642713609e-06	0	0	0	1.71380815200762e-07	0	5.03659566094923e-08	0	0	0	0	0	3.66452468666883e-06	0	0	0	9.39291590117744e-08	1.53535667867066e-06	0	9.76364620767779e-09	0	0	0	5.34841009778622e-09	9.61091929836219e-09	3.88356814416166e-07	0	0	8.06104481933335e-10	0	0	3.5521368218075e-08	0	3.82450059759138e-06	0	0	0	0	4.17739824390897e-08	9.23019216568866e-07	0	0	0	4.05530174822339e-09	0	0	0	1.29073365446092e-08	0	1.3993048165893e-09	0	0	3.13294652893112e-09	1.6155065149638e-06	1.63379351133745e-08	2.63940952761858e-09	0	1.55040662198033e-06	1.61737160478661e-09	2.48943256373488e-06	0
"msp_0131"	0	0	3.53011275814835e-08	1.50412467558144e-09	3.20184356655196e-08	4.41724343913879e-07	7.16381153124172e-07	2.13546569668965e-06	5.19332656788699e-06	0	1.07359420743226e-09	1.62651664359761e-06	2.69757076878836e-09	0	5.26323163098277e-06	1.40510870626189e-09	3.95638271435331e-06	3.94653698664143e-06	0	2.63194385308523e-08	2.90974162580766e-06	2.34055671315663e-06	3.36868517077097e-06	1.27566950687444e-09	1.75867402685627e-08	2.59427776015292e-06	2.4674798123218e-09	4.80466631928542e-06	1.71572441394099e-08	1.35066239530738e-09	1.65714618952582e-09	1.39125081505975e-09	1.60179345296568e-09	2.51015824781561e-08	9.35301749950992e-09	0	9.83189585014601e-06	2.00028418520576e-09	3.7826579925603e-09	2.35346270306346e-09	1.32589866119796e-09	3.90110365033244e-06	0	2.00931777917609e-09	1.78855089733384e-08	6.12334529162481e-06	0	3.00275191649703e-06	1.7865264470178e-09	7.42391107530757e-08	4.23464660742061e-06	0	5.21359742953965e-09	1.13779119177484e-06	3.16710637457617e-06	1.50453687267719e-09	2.16370659582622e-06	3.30985573006162e-09	0	1.77882152373915e-08	0	7.34187109338169e-08	1.15827872667376e-08	1.65056202501409e-09	0	0	0	3.99115400240901e-06	4.82252963420685e-06	0	0	3.84639717385494e-09	2.85478998213957e-06	3.28043298238999e-09	1.02233906462436e-08	1.29628475713888e-08	6.06104994049399e-09	4.16623701307904e-06	1.99761141471342e-09	4.3503446411412e-06	2.30486609412755e-09	0	2.97960287746129e-08	0	2.08116100478995e-09	1.56084364098209e-09	2.53472456564694e-06	8.37230793473706e-06	8.20356597081299e-07	1.2852297549197e-08	0	0	2.52550266126587e-06	0	2.66590251334423e-06	1.1888853784316e-06	4.03840536700245e-08	0	2.53863063069648e-09	2.10326068404251e-09	2.39259745632545e-09	1.45784236242935e-08	0	0	4.31801504992571e-06	2.1721719423755e-08	1.80575633218223e-08	2.79765489606467e-06	9.16118085781757e-10	1.83214514956844e-06
"msp_0132"	1.51038527685467e-09	2.60958226403609e-09	2.81911400377282e-08	1.71827947682621e-09	1.28567326297962e-07	1.4999179099553e-07	5.43147721396135e-09	0	0	0	0	4.84364103383319e-08	0	0	0	0	2.15022950255351e-07	0	5.02502983348366e-07	6.96130152000598e-09	2.76765083170867e-08	1.36491663292765e-07	0	8.54478589002329e-08	0	0	2.2529975832565e-08	4.84322470748554e-08	0	0	1.86578576296587e-09	2.17190151521672e-09	0	1.18170158485559e-07	4.38361242939121e-07	0	0	0	0	0	0	0	6.55780300582114e-08	0	3.90380695147712e-08	1.65211146115846e-09	5.04017164022025e-08	0	5.49791985828073e-09	0	0	0	5.26056141253807e-08	0	0	0	3.33245952487366e-09	1.31621970580266e-07	0	1.44582352588159e-07	3.78269881212479e-07	0	5.18148886608206e-07	0	0	5.11753608485065e-08	0	2.04426601256359e-08	2.29934238833413e-08	2.08464565711423e-08	9.95606392118413e-08	0	6.42844791757234e-09	0	0	1.48576585277671e-08	8.14606164404676e-06	3.13055488903057e-08	4.30828427060314e-09	0	0	0	0	7.58929992533477e-09	0	2.6073608640157e-09	1.56893380594768e-08	0	5.40070399989135e-08	0	0	1.69602042395412e-08	0	2.61406831217893e-08	1.58672012170226e-07	7.99223057115836e-09	0	0	0	0	1.18681146564586e-07	4.04623756694891e-08	0	2.32469294762357e-08	5.43464835953063e-08	8.90664995599826e-10	0	0	0	0
"msp_0133"	0	0	0	0	0	0	0	0	0	6.69264085966677e-08	0	0	9.03852991674236e-07	1.38566756438406e-06	0	0	0	0	0	0	0	0	0	0	6.10137449501427e-07	0	0	0	0	0	1.76245069069113e-09	0	0	0	0	3.39262949588739e-06	0	0	0	5.09238551437072e-07	0	0	0	0	1.90890117373571e-06	0	0	0	0	0	0	0	0	1.40232428701346e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32006326858306e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0134"	0	0	0	0	0	0	0	0	0	0	0	0	1.76054269892328e-09	3.68096475864423e-09	0	0	0	0	0	1.00338425120073e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73074722043636e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.79669788452175e-06	0	0	0	0	0	0	0	4.62486622971178e-06	0	0	0	3.5290857397458e-05	0	0	0	0	2.59487341534974e-05	0	0	0	0	0	0	0	0	1.16061990545461e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43737705256451e-08	2.06681691362976e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42963774337065e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58700097071266e-09	0	0	0	0	2.73467301123553e-09	0	0	0	0	0	0	0	0	4.54667325853433e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01241709662838e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0136"	0	0	0	0	0	0	0	0	4.99689329801645e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82404091325018e-09	0	0	0	0	0	0	0	3.47202333764386e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1453958309926e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95253581215547e-06	0	0	0	0	0	0	0
"msp_0137"	0	0	0	0	0	0	0	0	0	0	1.34890437309465e-06	0	0	0	0	0	0	0	0	3.68618932347743e-06	0	0	0	0	0	0	0	2.23233952087558e-09	0	0	0	0	0	9.66906784286137e-10	0	0	0	1.0902965828173e-09	0	0	0	0	0	0	0	0	0	0	0	1.75493445903155e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9092633932161e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73712266007303e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99077427346196e-06	0
"msp_0138"	4.0124266076055e-08	0	0	0	0	0	0	6.49803921064947e-07	0	1.67918964822875e-08	0	0	0	0	0	0	0	4.21232401342137e-08	0	0	0	0	0	0	0	0	6.33952990764978e-08	0	0	0	0	2.14355707219499e-08	6.37393916688607e-08	0	0	0	0	0	5.30154186497302e-08	0	1.09696521274998e-07	0	0	0	0	4.21224279447944e-08	2.1710746046116e-07	0	0	0	0	0	1.47579367134776e-07	0	0	0	0	1.3423110720944e-07	0	0	0	0	0	5.64507521582149e-08	0	0	0	0	0	0	0	0	3.01758857286892e-07	0	1.24364120042623e-07	0	0	0	0	0	0	0	0	0	0	0	0	3.72955456989764e-07	0	0	2.82441017556001e-08	0	0	0	0	0	6.08358662249221e-08	0	1.54715214071088e-08	0	0	0	0	0	0	0	0	2.48281223714261e-07	0	0
"msp_0139"	5.69137149431555e-08	0	0	0	0	6.53786878407165e-07	5.52250956350808e-08	3.7159517968074e-08	0	0	2.15348710176643e-09	0	0	0	0	1.55084240272793e-07	0	4.60291314804168e-07	3.99859770277641e-08	1.28286593341848e-07	2.66219704406554e-07	0	0	0	2.55209803038644e-09	0	0	1.19790032150833e-08	0	2.61815713624068e-08	0	0	6.18188346219513e-08	2.04385743451787e-07	1.6073392860399e-09	1.68710010643041e-08	0	2.77315677049909e-06	9.67781504555297e-07	1.11625001356914e-08	1.03728110157719e-06	0	0	2.81577632571001e-07	3.51333940801137e-09	5.85594370156747e-08	0	5.99829436728191e-07	3.32894086397276e-08	6.68169218106375e-07	0	0	0	4.00305058420408e-08	0	2.55460431830648e-08	0	0	0	5.87328801374602e-08	0	1.60797320939109e-09	0	0	4.80166910462037e-08	1.53943045200591e-08	7.59410955905745e-07	0	0	0	0	3.9361422338004e-08	9.51281190505797e-09	3.7547298979719e-09	3.88841659211052e-07	0	0	0	1.98287958632922e-07	0	8.69167539059424e-08	0	6.12439559942726e-09	0	1.55849856662502e-07	0	1.56473140913245e-07	1.4585498677596e-08	9.82873195821119e-08	0	0	0	1.08164111551659e-08	1.00129860081287e-07	0	1.05356183954445e-08	8.82811148704938e-09	0	0	3.30671826976857e-07	2.31496642702057e-06	5.16240446046974e-06	5.26272870216286e-08	5.00171238697872e-08	1.68724205257791e-06	5.51423543441701e-09	0	0	4.30752602408549e-07	0
"msp_0140"	0	0	0	0	0	0	0	9.42836277239264e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.30590334667344e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52238283790003e-09	0	0	0	0	0	0	0	0	0	1.05944716638162e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73070400147054e-08	0	0	0	0	0	0	0	0	0	0	0	0	2.07457352661757e-08	0	0	0	0	0
"msp_0141"	2.41229719323735e-07	4.98315592090971e-08	1.84700692996569e-06	2.51409881431231e-09	1.87797282021893e-06	7.48230806711778e-07	2.92719514864126e-07	0	3.9132879430583e-08	6.89564403645968e-09	1.56116338461483e-07	2.28820562744995e-07	2.92573232876415e-07	8.57100741138049e-09	0	2.35297884670846e-07	2.75297029411456e-09	1.41472126677929e-08	5.66117712387181e-07	2.13088605109811e-08	1.44609665228661e-07	1.46838594463545e-07	0	0	5.59797134926099e-09	0	0	0	4.2686733334944e-07	2.56860614013328e-07	0	1.11091342742339e-06	1.01004099567163e-06	4.44909868351263e-08	4.48669332839319e-07	1.11593380828265e-06	0	2.35410798503959e-07	1.76037672828847e-07	7.05796329406284e-09	6.16167978597913e-08	1.07635942250936e-07	4.1367027484394e-07	3.95970948006619e-07	9.16881893616432e-08	5.30800815694818e-07	1.13082781380643e-06	4.32454855774363e-07	4.12018333746186e-07	6.05982406290492e-08	4.93504622016417e-07	3.26768826379814e-07	1.19280402191352e-09	1.59480575355472e-07	8.43342338015491e-08	2.00786854422382e-07	8.29083584511286e-07	5.56733408971163e-07	6.80623894190861e-07	4.65914342508902e-06	0	2.32368824435101e-07	9.44376856388386e-09	0	1.4093468467002e-06	6.06315009824722e-07	2.32145977674303e-07	0	6.44159913478396e-07	0	5.9577862689185e-08	3.96928769112496e-08	7.08828627964879e-09	2.04769693569261e-07	5.98224443630597e-09	0	7.36142697663001e-07	0	4.95189176719604e-09	5.50016926906014e-07	1.70505205541452e-07	0	5.62416300956657e-07	7.91375266141821e-07	4.8504839100184e-08	2.68981363371104e-06	1.4094110893973e-06	7.15708483414844e-07	6.97308683287218e-07	1.16717322493245e-06	2.65505709200628e-07	8.75804664806571e-07	3.96410891199475e-07	8.8869241577447e-07	7.53650951036028e-08	7.9162478566555e-08	6.41285057350051e-07	0	2.65990646351131e-07	5.4821723405118e-07	2.28714988690251e-07	0	1.31296367273516e-08	8.9360436287246e-08	3.12590739133342e-07	0	1.00869712784103e-06	4.15921301799959e-07	1.60047725400016e-07	2.12758878129913e-07
"msp_0142"	0	7.11953887613532e-08	0	0	0	4.9525415900517e-07	3.43640787237078e-07	0	4.20448436201854e-07	1.42778941796429e-09	2.50869314516165e-07	1.16715986589524e-07	4.66906404180125e-07	2.84207705331852e-09	0	0	0	0	0	4.7454292224012e-08	0	6.35976122821973e-07	0	0	3.5696833658315e-08	7.30514789959514e-07	0	0	3.13301595590866e-07	1.74575517491404e-07	0	3.69419416313461e-07	2.64606238717475e-07	0	1.49152183424035e-07	6.72266004887567e-07	0	0	0	1.85216719351465e-08	3.26428826170088e-07	1.27929941637342e-06	0	6.61219240944706e-07	5.30093028574713e-07	1.49924850553141e-09	1.50244487382701e-07	3.55327022676798e-07	6.01615291992883e-07	2.47850631705398e-07	0	1.61521446817924e-09	0	1.23163941914397e-07	7.15073031105968e-07	4.8798011529635e-08	1.18227738126076e-06	5.86554849360423e-07	1.01782723173198e-06	0	0	1.48163234810638e-07	2.3708095287018e-06	0	0	2.43824100130385e-07	5.00292224847478e-07	0	2.03729323469727e-06	0	3.09575877456011e-07	3.61312408827313e-07	8.83856056456181e-07	1.44645015906622e-08	0	0	0	0	0	0	0	0	3.02238798481389e-07	0	5.87277169004428e-07	0	0	2.25917406820571e-08	2.23289777978046e-07	1.7073074157958e-07	0	0	1.12443190756254e-06	7.93688348943457e-07	2.93160409973929e-07	3.75829383405296e-07	3.85121821606501e-07	0	5.65235455128725e-07	1.32853716586323e-07	1.35608020836738e-06	0	4.08489077424444e-07	3.03258424093482e-07	1.57152217581165e-09	0	6.22163794244945e-07	0	2.5793551037743e-07	3.7918134265089e-08
"msp_0143"	3.12261575818702e-06	3.73117144998249e-06	0	0	0	0	0	0	0	0	7.84237016914512e-07	0	1.13783524021227e-08	0	0	0	0	0	8.14332149532516e-07	0	0	0	0	0	0	0	0	0	0	6.43373507653437e-06	0	0	0	5.9296426052393e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.77284949274822e-07	0	0	0	0	0	0	0	0	0	8.20659510049496e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86868530691388e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48288967558562e-06	0
