species_name	ERS4277485	ERS4277416	ERS4277461	ERS4277352	ERS4277325	ERS4277358	ERS4277459	ERS4277453	ERS4277424	ERS4277283	ERS4277317	ERS4277360	ERS4277289	ERS4277267	ERS4277384	ERS4277405	ERS4277472	ERS4277496	ERS4277502	ERS4277478	ERS4277341	ERS4277336	ERS4277440	ERS4277437	ERS4277274	ERS4277397	ERS4277379	ERS4277290	ERS4277304	ERS4277373	ERS4277309	ERS4277390	ERS4277273	ERS4277374	ERS4277303	ERS4277297	ERS4277279	ERS4277430	ERS4277447	ERS4277331	ERS4277346	ERS4277475	ERS4277402	ERS4277408	ERS4277505	ERS4277491	ERS4277389	ERS4277367	ERS4277310	ERS4277284	ERS4277383	ERS4277260	ERS4277429	ERS4277423	ERS4277454	ERS4277322	ERS4277355	ERS4277328	ERS4277482	ERS4277488	ERS4277466	ERS4277326	ERS4277351	ERS4277462	ERS4277415	ERS4277468	ERS4277486	ERS4277369	ERS4277387	ERS4277264	ERS4277363	ERS4277280	ERS4277314	ERS4277427	ERS4277450	ERS4277335	ERS4277342	ERS4277348	ERS4277495	ERS4277501	ERS4277471	ERS4277406	ERS4277370	ERS4277293	ERS4277307	ERS4277394	ERS4277277	ERS4277299	ERS4277449	ERS4277434	ERS4277443	ERS4277439	ERS4277444	ERS4277433	ERS4277300	ERS4277294	ERS4277377	ERS4277399	ERS4277270	ERS4277393	ERS4277492	ERS4277401	ERS4277476	ERS4277498	ERS4277345	ERS4277332	ERS4277338	ERS4277457	ERS4277420	ERS4277263	ERS4277380	ERS4277319	ERS4277269	ERS4277313	ERS4277287	ERS4277364	ERS4277412	ERS4277465	ERS4277481	ERS4277418	ERS4277356	ERS4277321	ERS4277261	ERS4277382	ERS4277388	ERS4277311	ERS4277285	ERS4277366	ERS4277455	ERS4277428	ERS4277329	ERS4277259	ERS4277354	ERS4277323	ERS4277489	ERS4277410	ERS4277467	ERS4277483	ERS4277302	ERS4277296	ERS4277375	ERS4277278	ERS4277308	ERS4277272	ERS4277391	ERS4277446	ERS4277431	ERS4277347	ERS4277330	ERS4277409	ERS4277504	ERS4277490	ERS4277403	ERS4277474	ERS4277497	ERS4277503	ERS4277479	ERS4277473	ERS4277404	ERS4277337	ERS4277340	ERS4277436	ERS4277441	ERS4277372	ERS4277291	ERS4277305	ERS4277396	ERS4277275	ERS4277378	ERS4277460	ERS4277417	ERS4277484	ERS4277359	ERS4277324	ERS4277353	ERS4277425	ERS4277458	ERS4277288	ERS4277385	ERS4277266	ERS4277361	ERS4277282	ERS4277316	ERS4277421	ERS4277456	ERS4277268	ERS4277365	ERS4277312	ERS4277286	ERS4277381	ERS4277262	ERS4277318	ERS4277480	ERS4277419	ERS4277464	ERS4277413	ERS4277320	ERS4277357	ERS4277432	ERS4277445	ERS4277438	ERS4277392	ERS4277271	ERS4277376	ERS4277301	ERS4277295	ERS4277398	ERS4277477	ERS4277400	ERS4277499	ERS4277493	ERS4277339	ERS4277333	ERS4277344	ERS4277349	ERS4277343	ERS4277334	ERS4277407	ERS4277470	ERS4277494	ERS4277500	ERS4277276	ERS4277395	ERS4277298	ERS4277292	ERS4277306	ERS4277371	ERS4277442	ERS4277435	ERS4277448	ERS4277350	ERS4277327	ERS4277469	ERS4277487	ERS4277414	ERS4277463	ERS4277281	ERS4277315	ERS4277362	ERS4277368	ERS4277265	ERS4277386	ERS4277451	ERS4277426
msp_0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025267225070779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.412683617927129	0	0	0	0	0	0	0	0	0.703642084433699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82927011764105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357117202911869	0	0	1.92826176763884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400617949304222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818695132219081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318856587888436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0468549406474538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0003	0	0.0763434344734288	0	13.5375412268457	7.21480673809227	0	29.8167695021661	0.733581472416568	0	0.00513248689398419	0.136717775821791	0	0	0	0	0	0	3.6296164907711	13.2591070791023	2.73987995395782	0	0	0	0.0169026357099424	0	0	0	0.0810412141345986	0	0	0	12.9747313564629	0.106131633848098	0	0	0	0.44087603116722	18.7636722856447	0	0.759690032831581	0.282326335673515	0	0	0	0	0	0.0063196379063482	0	0	0	0	0	0	0	0	0	0.0346186920515924	0	0.0410726896673997	0	0	0	0	0	42.5539271414193	0	0.323770140458858	0.0748610048306808	0.107764619175117	0.187111161130995	0	0.65707723083981	2.97065731815355	0	0	0	0	14.6445506841564	0.0208892019375514	0	0	0	1.01942683823642	0.0428168220143307	0	0	0	0.00522837375409561	0	8.12618613085785	0.539318700497137	0.0318444529726199	0.489155715399594	0	1.16064831881195	2.12190939281198	0	0.138783946819539	4.09707366567388	0	1.15152897933333	0.0453639176311445	0	15.781638201889	0	0	0	0	0	0	0	0.0270325513208543	0	0.202234319756717	0	0	0.049194922484767	0.847489410370788	0	0	0	0.302622329341601	0	2.37445034103288	0	0	0	0	0.961899086238662	0.49469792638831	5.16158805097402	0	0.016823025305727	0	0	0	0	0	0	0	0.166143890627483	0	3.57682354323008	0.021099656423676	0	0	0	0	0.0850756599656356	2.42680616174895	0	3.14994120272247	0.133634291832851	0	0	0	6.03368951030129	10.069004427021	0	17.6729890075385	0	0.0275751082670019	0	0.460155186617325	0	0.0317556358054173	12.4422804168553	0.442542748200487	0	0	0	0.00785160360946021	0	0	0	0.0734740299543864	0.0721325615338368	1.51716186036317	0	6.99799615124263	2.78722518757053	0	0	0	0	0.652410459420449	0.00628404493222213	0	0	0.246982652463648	0.221044093871051	0	0	30.8786623043599	0.737130068963292	3.66274029263951	0	0.114910257806827	0.155665221828038	0	0	0	0	1.2509131673481	0	0	0	0	0	0.0429716083469162	0	0	17.0255824150651	1.10798512480604	0	0.0326796302248011	0.0656506677659874	3.53671036784184	0.278665649332897	8.3926514678491	0	0	0.608725712392941	0	0	0	0	0	0	0	0.0457789866059448	2.62150670950936	0	0	0	0	0	0	5.52848159029691	0	0	0	0	0.5162980145506
msp_0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30329696762901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42766228900771	0	0	0	0	0	0.92154464383851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0005	0	0.0309137355573121	0	0.296507152046559	0.932704252112818	0.0232702613047323	0.32587314629896	0.0311800669765384	2.21711091405235	0.184103636159893	0.050976173516106	1.10579973464073	0.117301938988962	0.14701044581567	0.208413653279376	0.0184343804389175	1.28438033419155	0.00678930339817302	0.00931675425571726	0.0224356372937223	0.0506526164989723	0.00903796835661954	4.98229943058994	0.282146736759362	0.162075227147072	0	0	0.0276004890853248	0.0226542581270122	0.088427578278275	0	0.22671076546804	0.33504649307631	0.232099385006345	0	0	0.0982056510248071	1.72251762287302	0.154303813585784	0.00489079145932793	0.224635116466539	0.0566257298351437	0.145690700881277	6.5415728800962	0.651705846446636	1.0828274067048	0.305682580370199	0	0.483362962049588	0.973393486541183	0.0469379692464348	0.155769117411336	0	0.0145117508668951	0	0.0285256095810462	0.0448978884322201	1.40704179643224	0.0149985052075392	0	0.00799537045143442	5.02386675167197	0.0279349009563806	0	0	1.78891739987799	0.166044950047366	0	0.109711714257922	0.08671435560809	0.0548220193333615	1.69953314658471	0	0.394933507699818	0.00784339497104863	0.807161162216014	2.63258164225377	0.499160476032212	0.0152624693368796	0	0.378572658454558	0.13628967398085	0.114807509226313	0.0617884702703194	1.03988800389601	0.0797660921322644	1.5227273716396	0.448413382824072	0.0151877595034664	0.183412225399727	0.00551164577490575	0.0769456700310949	0.0921470964237059	0.0188328358217276	0.0473266209350605	2.83396419931595	0.43806422830643	0.0188424388799634	0.891606518014862	0	0.0738930527719567	0.0830963856316037	0.0100521270899894	0.0862798438664836	0	0	1.00761451998666	0.00852561515149232	0.390857287358472	0.16380081447188	0.152726330744172	0.114330596318855	0.107885256784687	0.89448205846705	2.1637005117303	0.0501809400466451	0.0315079429604526	0	0.00976773621952528	0.0079042372529145	0.186623775797598	0.227460016732467	0.2723907889689	0	1.77641344888547	0	0	0.208153548374978	0	0.0222807585348205	0.704384099520594	0.428694950433246	0.472760611392521	0.0212768091400998	0.435643361018752	0.440673450275771	0.268024221584931	0.428772779612587	0.101525562483346	0.0258863126912215	0.403252085304161	0.261761074633684	1.50449949773739	0.186225455705666	2.82837253790958	0.0457251256210118	0.0240215332788056	0.183345486440613	0.119520399168965	0.199058372294354	0.0255565695390197	2.98094101917114	3.53286649862347	0	0	0.0297731486391263	0	0	0.117701384670093	0	1.53075598733257	1.36991000694026	0.468699814984164	0.0667867401940975	0	3.19635799925314	0.168560361897588	1.07133546291735	0.0103516910552628	0.0368754495793666	6.46128245103971	0.0592471032130058	0.613927638353552	0	0.223392088081357	0.0989483005393667	0	0.100592740196797	1.78637531314668	1.203203331422	0.012886867500995	12.7082479027862	0.617072441468833	0	0.0801153197122615	0.103029660492357	0.362014875391088	0.0909469268420624	0.278482004092542	0.0373022493831469	3.38559921602564	0.367442533566766	0.0655137548591724	2.71004340139628	0.00701412104569053	0	0.0519478376593061	0.0318906254975222	0.0443742305680714	0.00896204121675507	0.954835160557222	0.726096444742323	0.109439673265132	0.0477917544516551	0.036354202591204	9.16192620969382	0	0.0849047670147807	0.144955051464012	0.0132212114917883	0.15802391821342	0.0334319307018406	0	0.0229029724934954	0.20350352146148	3.92060988544927	0.0116064639535027	2.30592448151643	0	0.165923083884868	0.418189745493494	0.0106657279809024	0.257528819266711	0.370358543614971	0.0614762753327975	0.210592120371336	0.0770069775314419	2.68863629262575	1.02151520736564	0.994213532704671	0.00862815824315254	1.34998535613146	0.261199465224181	0.0619583793941473	0.00772026021147344	25.38728638203	0.295225675744353	0.15752719726482	0.145528293027793	0	0.288274544491829	0.0101655471537528	0.00879806133507526	0.285690030456277
msp_0006	0	0	0	0.119474633258555	0	0	0	0	0	0	1.10654765183452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59253968911996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52758715060616	0	0.0581502511810512	0	0	0	0	0	0	0	3.32747173642023	0.274416744065942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00802547628319386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051314548703083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.72547622056679	0	0	0	0	6.76083995874759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0007	3.29325352539517	0.621203271853519	0.900345483765859	0.603388312354793	0	5.86961445052982	12.3424196563415	1.60194947095062	1.82668602805922	0.951997988538199	0.7992067274232	1.35379437720553	0.674074931539972	0.668218876938214	0.825096966137686	4.46383547155374	0.201462989385938	4.58575650629977	0.0298919652195086	1.25910633730583	0.0388518411816656	4.82737358067568	6.62743553460712	1.24069031804371	4.63513060108262	9.47879944005145	7.69303713737572	4.40247403075743	1.00035620963689	3.57128344355262	0.742547148926622	3.96746722548173	0.93527993928753	1.84813964733674	5.88412917230566	2.17841603000433	1.32019646855063	1.1607427175874	1.33542083339096	4.77467632278977	0.532922935344845	1.09920635043043	1.45560543405597	1.11307416570938	0.793103347196107	2.13220510286304	0.33115032583863	0.937997808806223	1.47034775564627	0.728257229890681	0.0111685708080615	0.678675303036543	1.6978316942107	0.0660603139451372	3.80135544297231	3.49846069732313	0.881058038305596	3.00091098578675	0.609440982380535	2.2958664904565	0.178148560228745	3.35679702445128	1.82720684241209	7.31596908476032	1.7505053596263	10.5808880417135	14.6729961947608	0.61987391691359	0.437419206249459	0.519634541968733	15.1239723530441	2.51206299196072	17.7149411429071	3.17909599006508	1.64279372391036	0.307019814203005	1.23310265258242	1.06119735472038	1.4093650127721	5.11736525064233	3.89785344373176	1.63747733548375	2.16249109845962	0.548351634334946	0.0264653595736605	0.367442643168212	0.601193391639041	1.06571144873602	0.813373282937017	0.439328514496093	1.5265435441337	0.770955539558472	4.95303832944468	2.19061113084685	0.116502788444085	4.29478964711499	2.05206578512017	0.662585976410817	0.270982656629651	0.934188692257164	0	1.02764225813175	1.49596954884863	1.82861264484546	1.07342293936521	0.466861985872785	6.27831712138739	0.430641900176556	5.9572082318037	2.39092006646994	0.994103826789788	0.54863014576837	1.53796666847809	1.9983348007605	0.498718149011498	0.167625664664135	1.48130498153	0.458542487328313	1.40067722214087	4.42158667974627	3.36127621384814	7.83064579685233	0.0511538615626457	3.34571798212849	3.81928544723737	1.15950708860818	6.96691179564322	1.12061056745979	2.50835399262712	1.05930220329558	18.1362816330986	0.381762241077095	0.493207694605902	2.39252891350545	1.83644173292204	4.47655827619209	0.923131493380984	0	0.414415751482949	1.02826299100918	0.952709167396978	1.14281558621731	4.37996638426183	0.381868688255688	1.26950405554915	0.0323486606226344	0.514062109788249	1.6179141719492	2.41819975848234	0	0	0	13.1641732910791	1.19736794802846	0.15055334965272	4.32899707183106	10.0920868288152	4.99352293666206	2.72591131230927	0.0530356893798786	1.21651520634005	0.235403156914632	0.904113169346444	3.7026964488303	2.31245626067162	0.390771057113376	46.0524889066544	1.8577264474905	0.584884684381129	1.32402248006551	0.496992240484185	1.55524016140236	0.719493612461901	1.48747470818348	1.20941176156999	0.180856781697937	0.861308867597915	2.15918155581197	6.20932846018829	1.29676482214229	1.27268391453926	0.288020873379854	0.485095297699389	0	1.62188340470513	2.25192687213917	1.25143060789012	0.268504716576176	2.5123860297225	1.40764464228204	0.108067849374596	0	5.17405170043453	0.0209697053716439	2.31001887125663	4.06740124655913	1.17583049289141	1.41373950504151	2.01675862333839	5.45672006629904	1.86538117852971	2.14337602996337	1.57018842898498	15.9844094281544	0.0491236891326258	0.748210074486533	1.57927733829452	0.057365479451728	0	0.633094325285693	2.18816815161091	0	1.13779275394952	0.105187576758735	0.150719778541433	0.800690243953684	0.508409154755929	0	0.563513079600986	8.82892132115489	1.54172602969227	2.58668299975826	1.13756001133057	5.67055731167957	1.22032051573377	4.15960933854043	4.97120497793996	0.33284950507017	0.531526324135038	0.412422374798799	1.25863741276532	0	1.00991978387376	3.73293365499829	5.58222942614042	0.032574352748803	4.18971851019527	3.34338860371204	2.72404639044739	1.14391002781509	1.18781488561971	0.718045556171382	0.959044185300219	0.136743048054081
msp_0008	0.184854636551147	0	0	0	0	3.26144816122162	0	0	0.0853310948598361	0	0	0	0	0	0	3.8244452290842	0	0.940021154534431	0	0	0	0	0.930050018858849	0.00650568852501463	0	0.566252821895667	0.15140641593649	0	0	0	0	0	0.0192031501822962	0	0	0.0154344533649909	0	0	0	1.25892124568958	0.168294281524492	0	0.751131668727102	0	0.0828790630614237	0	0	0	0	1.60271212936739	0	0.280084641915562	0	0	0	0	0.0578230123998633	0	0	0.306519112638556	0	0.010047295400711	0.293246595034097	0.207001728783734	0	0	0	0.14126120036264	1.35687646503491	0.327844158132438	0	0	0	0	0	0	0.211863128132328	0	0.0418178813098483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833890583733826	0.187656398015361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0784869638947155	0	0.0393260676886764	0	0.0887872992485454	0.250466452107548	0	0	0	0	0	0.102732405730395	0	0	0	3.26499948172223	0	0.172154250523932	0	0	0.0212024384757629	1.48249568404333	0	0	0	0	0	0	0	0	0	0.0199942711592835	0	0	0	0	0.0724462191653131	0	0	0	0	0	0	0	0	0	0	0	0.0820235218960501	0.0170759207440065	0	0	0	0.4215610102607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.704227084420378	0	0	0.424254694433919	1.25075955014119	0	0	0	0	0	0	0	0	0.0117196015078149	0	0	0	0	0	0	0	0	0	0	0	0	0.397408244628926	0	0	4.08069319686977	0	0	0	0	0	0	0	0.894013920188852	0	0	0	0	0	0	0	0.0961496840605889	0	0	0	0	0.100801531517026	0
msp_0009	0.0196199135892893	0	0.117583708746231	0.0101674832106937	0.0197620036364745	0.030144669030764	0.398603154109267	0.0576980022263844	0.0772850489055342	0.014280897399648	0	0.0109251447100446	0.0337697566709359	0.0603721440640254	0.00947912792584179	0.0160551216349479	0.0163498815812862	0.0260429828421562	1.66352442984748	0.0442707814216447	0	0.047659671928782	0.278666575679734	0.0122615659789045	0.0454100705306514	0.0558028763643485	0.0270354394947054	0.0377550254900246	0.0215583837259629	0.112357618470387	0	0.0662780603956181	0.00864415303761371	0.00790541413890836	0.120301518969024	0.028871198632591	0	0.036687198697978	0.0157429278659829	0	0.016658329251926	2.01272674334896	0.0590053163357669	0.017375714176291	0.512311001794255	0.0281401635794965	0.120454932803182	0.350450735237439	0.521967360521683	0.0338217805801553	0	0.0623260203895563	0.0303807750389289	0	0	0	0.0157420182102501	0.050169915339986	0	0.0432137960889402	0	0.134875454397716	0.0234445635036729	0.0245902994069878	0.487266784326557	0.069347578344843	0.00829459454803237	0	0	0.00913228595415385	0.155692246419292	0.00871948263317228	0.0341268625915319	0.119825217966252	0.018338237667449	0.00800542983683762	0.0190536453560133	0.0317462311428077	0.00703024238028987	0.0516112978992315	0.0814609982368344	0.0437830171575519	0.0248192402404682	0	0.0724150703563932	0.026991102815234	0.957570246711643	0.00846814800047418	0.138985465545141	0.00684894057521907	0	0	0	0.0248927074261793	0.0182517898808247	0.849296175235337	0.0113582792455753	0	0.00969212193343778	0	0.0339464731720553	0.0315205217540219	0	0.193174937406562	0.0757711224803679	0.0649543602559131	0.0240721292467234	0	0.0732354244678645	0.0652790785532303	0.0611659551956463	0.155686893854856	0.025208606721652	0.0224692597097911	0	0	0.0122990321139849	0.00760357246334882	0.0827868581812677	0.0208186138785009	0.0126881981155984	0.00923045217682136	0.0167200607360587	0	0.22153896367075	0	1.01255862077155	0.0614742498475649	0.00707380642187053	0.032490336295237	0.0876280493288758	0	0.198396254736806	0.022800350746667	0.103400935377356	0.0108548809679894	0.0161158341527982	0.115954958564044	0.0159451192178624	0.15099335787614	0	0.0220396382054799	0.0321493944858312	0.248077329949848	0	0	0.0441288932921534	0.262917849224277	0	0.0292620596053785	0.0741492366719527	0.0141569657832765	0	0	0.378028075444858	0.01585209838889	0.0315389641155352	0.0794734163161662	0	0.602211310677483	0.0697888137667685	0.175754925136642	0.122874944950303	0.00533147371108614	0.0383888076315002	0.0266911131213531	0.964890390751864	0.00892322273560184	0.0810909439468014	0.00781162545092974	0.737522990153247	0.0272188930429174	0.253629140085848	0.0114530825564308	0.709889590936141	0.00806023669516995	0	0.0186974374570921	0.0508742891939788	0.019533109054915	0	0	0.0439638323510382	0.0568715700893073	0.0302895086063531	0.00778620611496043	0.0450836517055455	0	0.0322280350886806	0	0	0.110082590765638	0.0832484709488065	1.62294326734895	0	0.00911470441820171	0.0705725940628007	0	0.012740069949457	0.224597963948394	0.100308353054517	1.74745203940102	0.535860263313657	1.53166158013639	0	0.0234239159398155	0.179806380638517	0	0.127088181421736	0	0.0450037885472861	0.035509083357891	0.420712274846755	0	0.0553563647478173	0.0110882476321607	0	0.0374327260013239	0	0.0431994819342648	0	0.0510820764273243	0.0386807121945869	0.880872459759283	0	0.145695039212857	0.0125714586111359	0	0.0728265647795409	0.561147884519956	0.0168883920501181	0.0214763730430331	0.0358755229649922	0	0.349334286887626	0	0.0802414865306347	0.050928099618498	0.0226453427405612	0	0.64087556758478	0.147056107897845	0	0
msp_0010	0	0	0	0	0	0.733243107567338	0.0165682661155576	0.0282364133301152	0	0	0	0	2.15706500659082	0	0	1.9329780207198	0.193040151290181	0	0	0	0	0	17.9911111391247	0	1.22122623260474	1.84976571834506	0	0	0	0.340959049156228	0	0	0	0	0.0178403893327627	0	0	0	0	0	0.00628467283808423	15.9593284613041	0.0169239453258071	0.650493987302527	0.253470365692654	0.531657051367252	0.174312349365485	0	3.65292163281228	0	0.0558506739920458	0	0	0	1.082357953528	0	0	0.0783053336787376	0	1.38884019413054	0.177192712947715	0.901915633200052	0	0	0	0.195315232838201	0.280028101786828	0	0.136536215439612	0.0427446977819719	3.13810539501258	0.0702697305573538	0	0	0	0	0	0	0	0	0.661964279411117	0	0	0	0.158708282298427	0	0	0	0	0	0	0	0.0176450521025288	0	0	0	0	0	0	0	0.716952969220543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19604889743391	0.172870825330033	0	0	0.756393791297491	0	0	0	0	0.00476564203479012	0	0	0.137898339944075	7.36383195081677	0	0.0321634901573579	0	0	0	0	0	0	0	0.107088321988467	0	0	0	0	0	2.78238971160947	0.115142644201707	0	0.133799406598139	0	0	0	0	0	0	0.23775848842645	0	0.0523021620658851	0	0	0.0133787530569124	12.0628024253086	0	0	0	0	0	0	0	0	0.00446456286566446	0.0316355036084632	0	0.113196122424621	0.026003247573671	0	0.00931690119077838	0	0.0209939052510062	0.0153890602970326	0	0	0	0	0	0	0	0	0.428203369742075	0.0314430815227167	0	0	0.0409516209966826	0	0.00295841892445263	1.89148451723566	1.9322470085295	11.7608963468762	0	0	0.0708558062750628	0	0	0	0	0	0.0336405406542612	0	0	0	0	2.08528392024506	0	0	0.0103486038444513	0	0	0.471735004650079	0	0.00409278046300221	0	2.15595174275839	0.948488930888441	0	0	0	0	0.689983039220741	0	0	0	0	2.22549110186566	2.89354778147064	0.143782558375439	0	0	0	0	0
