# crocodeel version: 1.2.1 | rf_model: crocodeel_rf_Feb2026_2.joblib | hostname: ggautreau | username: ggautreau | datetime: 2026-05-01T12:41:25 | species_ab_table: species_abundance.tsv | filtering_ab_thr_factor: None | probability_cutoff: 0.5 | rate_cutoff: 0.0
source	target	rate	probability	contamination_specific_species
ERS475310_ERS475311	ERS475381_ERS475382	1.16e-02	0.82	msp_0010,msp_0012,msp_0029,msp_0068,msp_0076,msp_0107,msp_0131,msp_0161,msp_0162,msp_0208,msp_0250,msp_0484,msp_0898,msp_0930
ERS475174_ERS475175	ERS475366	1.08e-02	1.0	msp_0008,msp_0017,msp_0019,msp_0021,msp_0022,msp_0026,msp_0034,msp_0035,msp_0036,msp_0037,msp_0040,msp_0046,msp_0055,msp_0060,msp_0063,msp_0069,msp_0079,msp_0083,msp_0088,msp_0093,msp_0094,msp_0121,msp_0122,msp_0125,msp_0127,msp_0128,msp_0129,msp_0130,msp_0131,msp_0141,msp_0145,msp_0151,msp_0163,msp_0175,msp_0183,msp_0189,msp_0194,msp_0220,msp_0227,msp_0236,msp_0250,msp_0258,msp_0265,msp_0271,msp_0286,msp_0353,msp_0356,msp_0357,msp_0378,msp_0386,msp_0418,msp_0464,msp_0530,msp_0546,msp_0571,msp_0576,msp_0581,msp_0592,msp_0596,msp_0763,msp_0818,msp_0893,msp_0903,msp_0906,msp_0930,msp_0947,msp_1062,msp_1341,msp_1641
ERS475261	ERS475274_ERS475275_ERS475276	1.02e-02	0.99	msp_0016,msp_0041,msp_0064,msp_0084,msp_0108,msp_0123,msp_0128,msp_0160,msp_0178,msp_0205,msp_0209,msp_0224,msp_0280,msp_0345,msp_0418,msp_0626,msp_0742,msp_0765,msp_0865,msp_1754,msp_1766
ERS475373	ERS475348	9.49e-03	1.0	msp_0003,msp_0015,msp_0017,msp_0032,msp_0033,msp_0036,msp_0039,msp_0045,msp_0048,msp_0059,msp_0071,msp_0077,msp_0079,msp_0090,msp_0105,msp_0110,msp_0128,msp_0134,msp_0301,msp_0325,msp_0338,msp_0346,msp_0468,msp_0841
ERS475330	ERS475331	9.07e-03	0.56	msp_0003,msp_0011,msp_0022,msp_0040,msp_0046,msp_0056,msp_0069,msp_0200,msp_0209,msp_0278,msp_0289,msp_0768,msp_1127
ERS475199	ERS475335_ERS475336_ERS475337	9.06e-03	0.73	msp_0067,msp_0068,msp_0134,msp_0166,msp_0189,msp_0263,msp_0293,msp_0333,msp_0496,msp_0551,msp_0558,msp_0571,msp_1823
ERS475171_ERS475172	ERS475235	8.14e-03	1.0	msp_0010,msp_0016,msp_0022,msp_0036,msp_0043,msp_0053,msp_0059,msp_0161,msp_0194,msp_0215,msp_0250,msp_0388,msp_0546,msp_0578,msp_0675,msp_0804,msp_0818,msp_0964
ERS475200	ERS475234	7.76e-03	1.0	msp_0010,msp_0023,msp_0055,msp_0074,msp_0075,msp_0152,msp_0154,msp_0194,msp_0246,msp_0258,msp_0345,msp_0648,msp_0893
ERS475167	ERS475168	7.64e-03	0.91	msp_0010,msp_0047,msp_0077,msp_0086,msp_0102,msp_0111,msp_0122,msp_0126,msp_0161,msp_0204,msp_0258,msp_0271,msp_0277,msp_0282,msp_0305,msp_0342,msp_0387,msp_0509,msp_0551,msp_0634,msp_1275,msp_1727
ERS475359	ERS475177_ERS475178	7.32e-03	1.0	msp_0015,msp_0039,msp_0048,msp_0057,msp_0060,msp_0072,msp_0077,msp_0093,msp_0161,msp_0178,msp_0189,msp_0194,msp_0250,msp_0313,msp_0345,msp_0441,msp_0546,msp_0570,msp_0626,msp_0820,msp_0881,msp_0906,msp_0961,msp_0967,msp_1934
ERS475329	ERS475326	7.15e-03	0.99	msp_0080,msp_0081,msp_0095,msp_0125,msp_0157,msp_0160,msp_0161,msp_0199,msp_0262,msp_0301,msp_0302,msp_0376,msp_0418,msp_0506,msp_0538,msp_0587,msp_0843,msp_1088,msp_1255
ERS475352	ERS475410_ERS475411	6.87e-03	0.96	msp_0138,msp_0189,msp_0224,msp_0275,msp_0280,msp_0464,msp_0578,msp_0742,msp_0765,msp_0881,msp_1077,msp_1127,msp_1453,msp_1801
ERS475303	ERS475366	6.87e-03	0.6	msp_0021,msp_0023,msp_0027,msp_0041,msp_0087,msp_0088,msp_0126,msp_0131,msp_0145,msp_0151,msp_0164,msp_0196,msp_0236,msp_0374,msp_0464,msp_0477,msp_0712,msp_0906,msp_0930,msp_1114
ERS475316	ERS475339_ERS475340	6.83e-03	0.76	msp_0005,msp_0017,msp_0030,msp_0035,msp_0048,msp_0061,msp_0066,msp_0134,msp_0162,msp_0246,msp_0266,msp_0768,msp_0792,msp_1329,msp_1341
ERS475251	ERS475274_ERS475275_ERS475276	6.82e-03	0.99	msp_0026,msp_0029,msp_0039,msp_0045,msp_0050,msp_0060,msp_0121,msp_0156,msp_0175,msp_0198,msp_0199,msp_0325,msp_0331,msp_0375,msp_0386,msp_0551,msp_0559,msp_0576,msp_0780,msp_1340,msp_1578c,msp_1641
ERS475190	ERS475371	6.72e-03	0.58	msp_0016,msp_0031,msp_0040,msp_0068,msp_0089,msp_0090,msp_0110,msp_0131,msp_0163,msp_0178,msp_0186,msp_0236,msp_0258,msp_0285,msp_0342,msp_0374,msp_0542,msp_0646
ERS475179_ERS475180	ERS475274_ERS475275_ERS475276	6.56e-03	1.0	msp_0026,msp_0029,msp_0039,msp_0050,msp_0060,msp_0121,msp_0156,msp_0175,msp_0198,msp_0199,msp_0325,msp_0331,msp_0375,msp_0386,msp_0551,msp_0559,msp_0576,msp_0664,msp_0780,msp_1340,msp_1578c,msp_1641
ERS475248	ERS475262_ERS475263	6.52e-03	0.64	msp_0003,msp_0013,msp_0016,msp_0029,msp_0062,msp_0068,msp_0071,msp_0189,msp_0194,msp_0265,msp_0277,msp_0288,msp_0301,msp_0305,msp_0345,msp_0389,msp_0408,msp_0558,msp_0705,msp_0777,msp_0805,msp_0820,msp_0893,msp_0906
ERS475305	ERS475307	6.36e-03	0.87	msp_0077,msp_0148c,msp_0206,msp_0313,msp_0380,msp_0441,msp_0570,msp_0616,msp_0712,msp_0742,msp_0792,msp_0844c,msp_0881,msp_0884,msp_1127,msp_1782,msp_1783
ERS475351	ERS475410_ERS475411	6.35e-03	0.63	msp_0033,msp_0055,msp_0079,msp_0094,msp_0098,msp_0161,msp_0202,msp_0290,msp_1737
ERS475176	ERS475398	5.86e-03	0.84	msp_0010,msp_0035,msp_0043,msp_0071,msp_0075,msp_0076,msp_0093,msp_0107,msp_0154,msp_0227,msp_0285,msp_0293,msp_0301,msp_0389,msp_0477
ERS475232	ERS475402	5.73e-03	0.82	msp_0013,msp_0022,msp_0023,msp_0035,msp_0036,msp_0039,msp_0059,msp_0090,msp_0158,msp_0215,msp_0250,msp_0374,msp_0763,msp_0906
ERS475127	ERS475189	5.69e-03	0.82	msp_0030,msp_0068,msp_0072,msp_0077,msp_0087,msp_0126,msp_0151,msp_0236,msp_0338,msp_0346,msp_0356,msp_0484,msp_0893,msp_0903
ERS475182	ERS475223_ERS475224	5.67e-03	0.53	msp_0021,msp_0023,msp_0037,msp_0045,msp_0062,msp_0126,msp_0196,msp_0331
ERS475306	ERS475416	5.50e-03	0.87	msp_0107,msp_0148c,msp_0153,msp_0197,msp_0380,msp_0548,msp_0570,msp_0621,msp_0712,msp_0884,msp_1006
ERS475351	ERS475352	5.38e-03	1.0	msp_0010,msp_0013,msp_0022,msp_0071,msp_0087,msp_0098,msp_0152,msp_0186,msp_0194,msp_0202,msp_0246,msp_0290,msp_0305,msp_0325,msp_0378,msp_0478,msp_0480,msp_0780,msp_0883,msp_1737
ERS475376	ERS475295	5.30e-03	1.0	msp_0016,msp_0034,msp_0037,msp_0039,msp_0047,msp_0053,msp_0095,msp_0145,msp_0225,msp_0227,msp_0260,msp_0271,msp_0290,msp_0345,msp_0441,msp_0457,msp_0484,msp_0538,msp_0542,msp_0576,msp_0643,msp_0681,msp_0763,msp_0817,msp_0947,msp_2178
ERS475317	ERS475369	5.28e-03	0.67	msp_0008,msp_0025,msp_0030,msp_0031,msp_0059,msp_0068,msp_0173,msp_0271,msp_0277,msp_0301,msp_0322,msp_0422,msp_0512,msp_0858,msp_1204
ERS475349	ERS475373	5.24e-03	0.72	msp_0034,msp_0161,msp_0243,msp_0250,msp_0277,msp_0305,msp_0345,msp_0454,msp_0578,msp_0586,msp_0733
ERS475350	ERS475329	5.24e-03	0.92	msp_0015,msp_0032,msp_0042,msp_0124,msp_0126,msp_0158,msp_0175,msp_0209,msp_0215,msp_0250,msp_0265,msp_0293,msp_0325,msp_0767,msp_0856,msp_0865,msp_0894,msp_0906,msp_1143,msp_1341,msp_1552
ERS475350	ERS475326	5.09e-03	1.0	msp_0015,msp_0033,msp_0042,msp_0089,msp_0090,msp_0124,msp_0145,msp_0152,msp_0158,msp_0175,msp_0209,msp_0215,msp_0239,msp_0241,msp_0250,msp_0265,msp_0271,msp_0293,msp_0325,msp_0576,msp_0767,msp_0856,msp_0865,msp_0894,msp_1341,msp_1552
ERS475189	ERS475371	4.99e-03	0.9	msp_0017,msp_0026,msp_0045,msp_0076,msp_0128,msp_0134,msp_0138,msp_0147,msp_0250,msp_0301,msp_0324,msp_0331,msp_0388,msp_0542,msp_0551,msp_0572
ERS475354	ERS475374	4.99e-03	0.96	msp_0003,msp_0015,msp_0026,msp_0032,msp_0037,msp_0040,msp_0045,msp_0196,msp_0345,msp_0457,msp_0616,msp_0844c,msp_0906,msp_1127,msp_1237,msp_1799
ERS475188	ERS475400	4.98e-03	0.84	msp_0013,msp_0034,msp_0068,msp_0149,msp_0195,msp_0205,msp_0262,msp_0269,msp_0302,msp_0345,msp_0356,msp_0374,msp_0386,msp_0484,msp_0485,msp_0490,msp_0576,msp_0578,msp_0648,msp_0709,msp_0763,msp_0764,msp_0820,msp_1302
ERS475352	ERS475351	4.89e-03	0.8	msp_0138,msp_0224,msp_0275,msp_0280,msp_0285,msp_0457,msp_0489,msp_0578,msp_0581,msp_0765,msp_1641
ERS475228	ERS475374	4.79e-03	1.0	msp_0067,msp_0068,msp_0171,msp_0251,msp_0259,msp_0275,msp_0457,msp_0591,msp_0594,msp_0618,msp_0733,msp_0763,msp_0820,msp_0906,msp_0962,msp_0981,msp_1128
ERS475258	ERS475252	4.66e-03	0.69	msp_0005,msp_0022,msp_0030,msp_0040,msp_0041,msp_0062,msp_0123,msp_0126,msp_0250,msp_0258,msp_0280,msp_0843,msp_0903,msp_1881
ERS475305	ERS475306	4.65e-03	1.0	msp_0003,msp_0007,msp_0011,msp_0023,msp_0027,msp_0036,msp_0039,msp_0054,msp_0059,msp_0062,msp_0069,msp_0071,msp_0075,msp_0077,msp_0090,msp_0128,msp_0141,msp_0145,msp_0154,msp_0164,msp_0196,msp_0206,msp_0208,msp_0213,msp_0250,msp_0301,msp_0346,msp_0418,msp_0441,msp_0457,msp_0529,msp_0530,msp_0572,msp_0733,msp_0763,msp_0820,msp_0903,msp_0906,msp_1329,msp_1533,msp_1641,msp_1782,msp_1787,msp_1793,msp_1808
ERS475349	ERS475342	4.28e-03	1.0	msp_0008,msp_0013,msp_0015,msp_0016,msp_0023,msp_0029,msp_0034,msp_0040,msp_0043,msp_0048,msp_0050,msp_0054,msp_0068,msp_0071,msp_0074,msp_0075,msp_0079,msp_0087,msp_0089,msp_0107,msp_0110,msp_0128,msp_0152,msp_0154,msp_0161,msp_0188,msp_0189,msp_0196,msp_0212,msp_0227,msp_0236,msp_0239,msp_0250,msp_0258,msp_0277,msp_0301,msp_0305,msp_0345,msp_0388,msp_0454,msp_0468,msp_0551,msp_0578,msp_0586,msp_0733,msp_0898,msp_0930
ERS475179_ERS475180	ERS475389_ERS475390	4.27e-03	1.0	msp_0027,msp_0032,msp_0039,msp_0041,msp_0079,msp_0090,msp_0094,msp_0131,msp_0134,msp_0345,msp_0375,msp_0386,msp_0559,msp_0576,msp_0664,msp_1143
ERS475226_ERS475227	ERS475149	4.15e-03	1.0	msp_0036,msp_0038,msp_0042,msp_0043,msp_0094,msp_0095,msp_0127,msp_0134,msp_0143,msp_0161,msp_0263,msp_0277,msp_0280,msp_0338,msp_0405,msp_0512,msp_0648,msp_0888,msp_1066,msp_1093,msp_1530c,msp_2000
ERS475251	ERS475389_ERS475390	4.14e-03	1.0	msp_0027,msp_0032,msp_0039,msp_0041,msp_0079,msp_0090,msp_0094,msp_0131,msp_0134,msp_0345,msp_0375,msp_0386,msp_0559,msp_0576,msp_0664,msp_1143
ERS475179_ERS475180	ERS475264	3.93e-03	0.69	msp_0039,msp_0060,msp_0121,msp_0134,msp_0199,msp_0345,msp_0346,msp_0375,msp_0386,msp_0664,msp_0780
ERS475251	ERS475264	3.93e-03	0.93	msp_0039,msp_0060,msp_0121,msp_0134,msp_0199,msp_0331,msp_0345,msp_0346,msp_0375,msp_0386,msp_0664,msp_0780
ERS475413_ERS475414	ERS475375	3.93e-03	0.58	msp_0010,msp_0020,msp_0037,msp_0040,msp_0071,msp_0072,msp_0086,msp_0089,msp_0108,msp_0126,msp_0258,msp_0285,msp_0374,msp_0763
ERS475310_ERS475311	ERS475360	3.76e-03	0.51	msp_0029,msp_0054,msp_0068,msp_0162,msp_0164,msp_0345,msp_0374,msp_0484,msp_0712,msp_0903
ERS475171_ERS475172	ERS475396_ERS475397	3.69e-03	0.58	msp_0022,msp_0043,msp_0053,msp_0194,msp_0675,msp_0804,msp_0818,msp_0964
ERS475349	ERS475348	3.67e-03	0.7	msp_0008,msp_0013,msp_0043,msp_0057,msp_0074,msp_0075,msp_0227,msp_0250,msp_0305,msp_0578,msp_0586
ERS475316	ERS475325	3.65e-03	0.81	msp_0005,msp_0010,msp_0017,msp_0061,msp_0162,msp_0246,msp_0313,msp_0768,msp_0792,msp_0898,msp_1219,msp_1329,msp_1341
ERS475350	ERS475219	3.64e-03	0.52	msp_0005,msp_0013,msp_0030,msp_0032,msp_0158,msp_0209,msp_0271,msp_0293,msp_0418,msp_0767
ERS475329	ERS475350	3.63e-03	0.87	msp_0022,msp_0041,msp_0080,msp_0081,msp_0199,msp_0275,msp_0376,msp_0538,msp_0587,msp_0712,msp_0843,msp_1255,msp_1453
ERS475173	ERS475360	3.61e-03	0.69	msp_0010,msp_0013,msp_0029,msp_0030,msp_0041,msp_0083,msp_0110,msp_0152,msp_0164,msp_0241,msp_0322,msp_0484,msp_0530,msp_0648,msp_0893
ERS475295	ERS475279	3.52e-03	0.53	msp_0017,msp_0156,msp_0280,msp_0301,msp_0338,msp_0433,msp_0767
ERS475179_ERS475180	ERS475240_ERS475241	3.48e-03	0.96	msp_0023,msp_0039,msp_0041,msp_0094,msp_0121,msp_0134,msp_0199,msp_0375,msp_0386,msp_0559
ERS475251	ERS475240_ERS475241	3.44e-03	0.86	msp_0023,msp_0039,msp_0041,msp_0094,msp_0121,msp_0134,msp_0199,msp_0375,msp_0386,msp_0559
ERS475193	ERS475198	3.39e-03	0.73	msp_0022,msp_0027,msp_0035,msp_0036,msp_0039,msp_0040,msp_0053,msp_0055,msp_0227,msp_0230,msp_0389,msp_0578,msp_0586
ERS475179_ERS475180	ERS475210_ERS475211	3.30e-03	0.94	msp_0041,msp_0094,msp_0121,msp_0131,msp_0199,msp_0375,msp_0559,msp_0576
ERS475239	ERS475318	3.30e-03	0.65	msp_0029,msp_0034,msp_0043,msp_0046,msp_0048,msp_0055,msp_0068,msp_0072,msp_0087,msp_0090,msp_0093,msp_0163,msp_0196,msp_0215,msp_0227,msp_0301,msp_0374,msp_0542,msp_0572,msp_0779
ERS475168	ERS475161	3.25e-03	0.82	msp_0158,msp_0194,msp_0433,msp_0444,msp_0470,msp_0529,msp_0546,msp_0709,msp_0818,msp_0858,msp_0996,msp_1054,msp_1139
ERS475291	ERS475308_ERS475309	3.23e-03	1.0	msp_0027,msp_0032,msp_0035,msp_0059,msp_0110,msp_0128,msp_0172,msp_0178,msp_0277,msp_0308,msp_0342,msp_0385,msp_0425,msp_0462,msp_0477,msp_0478,msp_0492,msp_0546,msp_0565,msp_0861,msp_1143,msp_1356,msp_1402,msp_1541,msp_1847
ERS475320_ERS475321	ERS475373	3.21e-03	0.59	msp_0161,msp_0189,msp_0202,msp_0215,msp_0243,msp_0250,msp_0277,msp_0305,msp_0454,msp_0578,msp_0586,msp_0733
ERS475251	ERS475210_ERS475211	3.20e-03	0.85	msp_0041,msp_0094,msp_0121,msp_0131,msp_0199,msp_0375,msp_0386,msp_0559,msp_0576
ERS475339_ERS475340	ERS475341	3.17e-03	0.87	msp_0016,msp_0023,msp_0037,msp_0040,msp_0041,msp_0043,msp_0059,msp_0117,msp_0139,msp_0196,msp_0250,msp_0301,msp_0457,msp_0763,msp_0820,msp_0903,msp_1641
ERS475204	ERS475402	3.17e-03	0.98	msp_0039,msp_0047,msp_0053,msp_0055,msp_0064,msp_0067,msp_0074,msp_0077,msp_0199,msp_0227,msp_0280,msp_0293,msp_0485,msp_0529,msp_0891
ERS475349	ERS475322_ERS475323	3.05e-03	0.55	msp_0013,msp_0029,msp_0043,msp_0045,msp_0068,msp_0072,msp_0077,msp_0161,msp_0236,msp_0305,msp_0578,msp_0586
ERS475291	ERS475277_ERS475278	2.98e-03	0.91	msp_0025,msp_0032,msp_0059,msp_0090,msp_0308,msp_0385,msp_0462,msp_0477,msp_0546,msp_0573,msp_0654,msp_1402,msp_1541,msp_1847
ERS475168	ERS475167	2.88e-03	0.98	msp_0017,msp_0022,msp_0036,msp_0043,msp_0068,msp_0105,msp_0116,msp_0124,msp_0134,msp_0139,msp_0158,msp_0175,msp_0178,msp_0223,msp_0280,msp_0444,msp_0470,msp_0484,msp_0529,msp_0532,msp_0546,msp_0709,msp_0757,msp_0818,msp_0858,msp_0996,msp_1139,msp_1157,msp_1389
ERS475373	ERS475342	2.81e-03	1.0	msp_0003,msp_0015,msp_0016,msp_0017,msp_0027,msp_0032,msp_0036,msp_0039,msp_0040,msp_0048,msp_0089,msp_0090,msp_0105,msp_0110,msp_0131,msp_0134,msp_0196,msp_0331,msp_0338,msp_0346,msp_0468
ERS475196	ERS475279	2.78e-03	0.66	msp_0015,msp_0032,msp_0059,msp_0062,msp_0068,msp_0090,msp_0124,msp_0250,msp_0258,msp_0262
ERS475360	ERS475358	2.77e-03	0.5	msp_0008,msp_0023,msp_0025,msp_0026,msp_0079,msp_0087,msp_0149,msp_0271,msp_0275,msp_0288,msp_0485,msp_1284
ERS475350	ERS475158	2.76e-03	0.85	msp_0013,msp_0015,msp_0033,msp_0068,msp_0152,msp_0158,msp_0209,msp_0250,msp_0293,msp_0338,msp_1341,msp_1552
ERS475349	ERS475372	2.68e-03	1.0	msp_0008,msp_0023,msp_0029,msp_0043,msp_0050,msp_0068,msp_0074,msp_0087,msp_0089,msp_0128,msp_0161,msp_0227,msp_0239,msp_0243,msp_0250,msp_0277,msp_0301,msp_0345,msp_0484,msp_0578,msp_0586,msp_0898
ERS475167	ERS475318	2.64e-03	1.0	msp_0010,msp_0031,msp_0045,msp_0054,msp_0055,msp_0057,msp_0077,msp_0102,msp_0110,msp_0128,msp_0145,msp_0161,msp_0196,msp_0271,msp_0331,msp_0345,msp_0356,msp_0387,msp_0439,msp_0477,msp_0578,msp_0763,msp_0820,msp_0893,msp_1275,msp_1340
ERS475350	ERS475156_ERS475157	2.56e-03	0.98	msp_0013,msp_0015,msp_0032,msp_0033,msp_0068,msp_0090,msp_0124,msp_0152,msp_0158,msp_0175,msp_0209,msp_0250,msp_0271,msp_0293,msp_0763,msp_0767,msp_1341
ERS475169_ERS475170	ERS475370	2.55e-03	1.0	msp_0008,msp_0022,msp_0023,msp_0027,msp_0045,msp_0046,msp_0087,msp_0090,msp_0110,msp_0121,msp_0131,msp_0205,msp_0250,msp_0331,msp_0345,msp_0903,msp_1021
ERS475226_ERS475227	ERS475197	2.53e-03	1.0	msp_0029,msp_0038,msp_0042,msp_0095,msp_0127,msp_0143,msp_0195,msp_0205,msp_0224,msp_0263,msp_0277,msp_0280,msp_0361,msp_0405,msp_0490,msp_0512,msp_0546,msp_0676,msp_0777,msp_1066,msp_1093,msp_2000
ERS475315	ERS475291	2.49e-03	0.91	msp_0030,msp_0041,msp_0091,msp_0092,msp_0094,msp_0108,msp_0134,msp_0176,msp_0197,msp_0199,msp_0239,msp_0250,msp_0301,msp_0457,msp_0894,msp_1036,msp_1341,msp_1641
ERS475373	ERS475372	2.49e-03	0.77	msp_0003,msp_0016,msp_0032,msp_0036,msp_0039,msp_0040,msp_0059,msp_0062,msp_0089,msp_0090,msp_0105,msp_0131,msp_0134,msp_0338,msp_0346
ERS475177_ERS475178	ERS475199	2.49e-03	0.69	msp_0028,msp_0045,msp_0053,msp_0059,msp_0095,msp_0121,msp_0192,msp_0205,msp_0288,msp_0306,msp_0389,msp_0418,msp_0456,msp_0490,msp_0594,msp_0777
ERS475194	ERS475198	2.44e-03	0.83	msp_0022,msp_0027,msp_0036,msp_0039,msp_0053,msp_0079,msp_0121,msp_0161,msp_0227,msp_0230,msp_0345,msp_0389,msp_0578,msp_0586,msp_0763,msp_0903
ERS475353	ERS475383	2.44e-03	0.54	msp_0010,msp_0058,msp_0066,msp_0079,msp_0107,msp_0166,msp_0246,msp_0338
ERS475220	ERS475318	2.41e-03	0.67	msp_0010,msp_0015,msp_0039,msp_0062,msp_0090,msp_0139,msp_0215,msp_0280,msp_0301,msp_0529,msp_0709,msp_0903
ERS475273	ERS475256	2.40e-03	0.57	msp_0010,msp_0243,msp_0338,msp_0648,msp_0767,msp_0884,msp_1139,msp_1341
ERS475320_ERS475321	ERS475322_ERS475323	2.39e-03	1.0	msp_0013,msp_0029,msp_0034,msp_0040,msp_0045,msp_0062,msp_0068,msp_0072,msp_0077,msp_0152,msp_0161,msp_0196,msp_0236,msp_0239,msp_0250,msp_0277,msp_0305,msp_0345,msp_0578
ERS475320_ERS475321	ERS475342	2.34e-03	0.81	msp_0013,msp_0015,msp_0048,msp_0068,msp_0079,msp_0089,msp_0107,msp_0161,msp_0196,msp_0202,msp_0236,msp_0250,msp_0258,msp_0277,msp_0305,msp_0454,msp_0551,msp_0578,msp_0586,msp_0733,msp_0898,msp_0930
ERS475363	ERS475358	2.30e-03	0.83	msp_0030,msp_0041,msp_0090,msp_0152,msp_0199,msp_0241,msp_0322,msp_0356,msp_0648,msp_0712,msp_0763,msp_0777,msp_0925
ERS475289	ERS475416	2.30e-03	1.0	msp_0010,msp_0013,msp_0015,msp_0093,msp_0143,msp_0158,msp_0217,msp_0285,msp_0288,msp_0338,msp_0355,msp_0477,msp_0571,msp_1862
ERS475359	ERS475363	2.24e-03	0.99	msp_0048,msp_0060,msp_0077,msp_0227,msp_0239,msp_0250,msp_0305,msp_0419,msp_0441,msp_0961,msp_1934
ERS475194	ERS475189	2.23e-03	0.71	msp_0023,msp_0039,msp_0053,msp_0077,msp_0126,msp_0227,msp_0345,msp_0356,msp_0374,msp_0484,msp_0517,msp_0763,msp_0903
ERS475290	ERS475258	2.11e-03	0.79	msp_0008,msp_0045,msp_0059,msp_0094,msp_0166,msp_0288,msp_0325,msp_0331,msp_0454,msp_0547,msp_0548,msp_0551,msp_0984
ERS475299_ERS475300_ERS475301	ERS475360	2.08e-03	0.96	msp_0048,msp_0158,msp_0162,msp_0164,msp_0166,msp_0712,msp_0893,msp_1143
ERS475168	ERS475318	2.08e-03	1.0	msp_0017,msp_0022,msp_0034,msp_0036,msp_0043,msp_0048,msp_0068,msp_0071,msp_0090,msp_0139,msp_0158,msp_0175,msp_0178,msp_0194,msp_0223,msp_0280,msp_0301,msp_0433,msp_0470,msp_0484,msp_0542,msp_0546,msp_0709,msp_0818,msp_0858,msp_1139
ERS475168	ERS475166	1.95e-03	0.99	msp_0022,msp_0036,msp_0043,msp_0048,msp_0090,msp_0158,msp_0223,msp_0280,msp_0433,msp_0470,msp_0542,msp_0546,msp_0818,msp_0858,msp_1139
ERS475359	ERS475358	1.95e-03	1.0	msp_0048,msp_0057,msp_0077,msp_0093,msp_0227,msp_0250,msp_0345,msp_0374,msp_0441,msp_0542,msp_1934
ERS475245_ERS475246	ERS475279	1.86e-03	0.85	msp_0043,msp_0064,msp_0139,msp_0168,msp_0199,msp_0206,msp_0294,msp_0343,msp_0555,msp_0685,msp_0854,msp_1018,msp_1201
ERS475359	ERS475360	1.83e-03	1.0	msp_0039,msp_0057,msp_0060,msp_0077,msp_0093,msp_0178,msp_0227,msp_0250,msp_0305,msp_0345,msp_0374,msp_0441,msp_0457,msp_0542,msp_0546,msp_0570,msp_1934
ERS475177_ERS475178	ERS475367	1.79e-03	0.87	msp_0090,msp_0121,msp_0124,msp_0138,msp_0196,msp_0205,msp_0225,msp_0306,msp_0324,msp_0331,msp_0356,msp_0490,msp_0594,msp_0777,msp_1021
ERS475267	ERS475184	1.76e-03	0.7	msp_0025,msp_0032,msp_0037,msp_0133,msp_0386,msp_0480,msp_0545,msp_0712
ERS475168	ERS475212	1.75e-03	0.96	msp_0015,msp_0017,msp_0036,msp_0043,msp_0090,msp_0158,msp_0433,msp_0470,msp_0709,msp_1139
ERS475181	ERS475271_ERS475272	1.74e-03	1.0	msp_0084,msp_0168,msp_0179,msp_0281,msp_0339,msp_0361,msp_0538,msp_0546,msp_0578,msp_0645,msp_0685,msp_0818,msp_0838,msp_0985,msp_0993
ERS475176	ERS475156_ERS475157	1.73e-03	0.87	msp_0029,msp_0032,msp_0043,msp_0071,msp_0075,msp_0076,msp_0154,msp_0285,msp_0293,msp_0301,msp_0305,msp_0389,msp_0763
ERS475333_ERS475334	ERS475338	1.70e-03	0.82	msp_0015,msp_0017,msp_0045,msp_0072,msp_0077,msp_0102,msp_0114,msp_0154,msp_0362,msp_0760
ERS475366	ERS475362	1.69e-03	0.54	msp_0010,msp_0015,msp_0077,msp_0138,msp_0158,msp_0166,msp_0209,msp_0305
ERS475351	ERS475259_ERS475260	1.67e-03	0.77	msp_0010,msp_0013,msp_0055,msp_0072,msp_0079,msp_0087,msp_0094,msp_0152,msp_0161,msp_0202,msp_0258,msp_0345
ERS475339_ERS475340	ERS475346_ERS475347	1.66e-03	0.63	msp_0016,msp_0037,msp_0040,msp_0059,msp_0062,msp_0072,msp_0090,msp_0196,msp_0250,msp_0301,msp_0418
ERS475290	ERS475252	1.61e-03	0.9	msp_0010,msp_0013,msp_0045,msp_0059,msp_0121,msp_0188,msp_0225,msp_0288,msp_0301,msp_0484,msp_0551,msp_0594
ERS475176	ERS475324	1.60e-03	0.86	msp_0021,msp_0029,msp_0035,msp_0093,msp_0107,msp_0154,msp_0285,msp_0293,msp_0305,msp_0389,msp_0477,msp_0763,msp_0820
ERS475132	ERS475123	1.59e-03	1.0	msp_0016,msp_0022,msp_0035,msp_0040,msp_0062,msp_0092,msp_0131,msp_0277,msp_0301,msp_0374,msp_0389,msp_0763
ERS475267	ERS475165	1.57e-03	0.97	msp_0008,msp_0012,msp_0013,msp_0016,msp_0025,msp_0032,msp_0037,msp_0090,msp_0133,msp_0144,msp_0194,msp_0285,msp_0302,msp_0331,msp_0373,msp_0374,msp_0386,msp_0480,msp_0947,msp_1766
ERS475361	ERS475366	1.56e-03	0.65	msp_0003,msp_0011,msp_0027,msp_0032,msp_0045,msp_0164,msp_0197,msp_0288,msp_0293,msp_0408,msp_0749,msp_0984,msp_1114
ERS475114_ERS475115	ERS475162_ERS475163	1.56e-03	0.87	msp_0013,msp_0029,msp_0034,msp_0072,msp_0077,msp_0194,msp_0236,msp_0285,msp_0374,msp_0433,msp_0484,msp_0988,msp_1139
ERS475344_ERS475345	ERS475316	1.55e-03	0.9	msp_0022,msp_0040,msp_0075,msp_0077,msp_0152,msp_0258,msp_0338,msp_0346,msp_0368c,msp_0484,msp_1799,msp_1838
