id_mgs	MQB_005	MQB_014	MQB_023	MQB_032	MQB_041	MQB_059	MQB_068	MQB_086	MQB_095	MQB_005_l2	MQB_014_l3	MQB_023_l2	MQB_032_l2	MQB_059_l2	MQB_068_l2	MQB_086_l2	MQB_095_l2
"msp_0536"	0	0	0	0	2.6298307878814658e-5	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0537"	0	0	0	0.0034250655423266716	0	0	0	0	0	0	0	0	0.0033715309271663773	0	0	0	0
"msp_0538"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0539"	0	0	0	0	0.0020260964835731787	0	0	0	0	0	0	2.7332326037720993e-5	0	0	0	0	0
"msp_0540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0541"	2.20619433703035e-5	0	0	1.7023749647195827e-5	9.840132633335913e-6	0	3.576108115793976e-5	0	0	1.3449505535457957e-5	0	0	1.1402474310830172e-5	5.901991758250758e-6	3.1370221713472044e-5	0	0
"msp_0542"	0.0018637156125416424	9.890463894358791e-5	0	6.136061648210553e-5	8.72063549556977e-5	0	0.0015023266411463543	0	0	0.001859115793730179	1.1295285265324227e-4	0	4.1678514087810675e-5	4.079242166622174e-5	0.0014102450132502048	2.7865960638649643e-5	1.5806519292335878e-4
"msp_0543c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0544c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0545"	2.7728358185316256e-5	0	2.655521873026643e-5	3.253823278232764e-4	1.808182844847054e-5	2.43036163201129e-5	0	1.5882201709957933e-4	3.355517171727505e-4	3.08086277705569e-5	0	3.4428233858395346e-5	2.9559675488362986e-4	2.4362671613681456e-5	0	1.4584081472263446e-4	3.121864743848656e-4
"msp_0546"	0.008522766932048249	0	0	0.004995653081408687	6.265404963754614e-4	0.00383116955039366	0	0	0	0.008691224793448714	1.1458847774087345e-5	9.10115270993016e-6	0.004663268230659722	0.004279490354158544	5.414157311195324e-5	1.1469465252450554e-4	0
"msp_0547"	0	0	0	0	0	0.0015452893735051205	0	0	0	0	0	0	0	0.0014045549633052731	2.2562212020469478e-5	0	0
"msp_0548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0550"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0551"	1.4327609878137375e-4	0	0	3.2997060013752167e-4	0	0	0	0	0	1.5260418098282538e-4	0	0	3.307816885206409e-4	0	0	0	0
"msp_0552"	0	0	0	1.3739967446950546e-4	4.8882341656883846e-5	3.165014105164759e-5	3.279681627926749e-5	0	0	0	0	0	1.1441419573162824e-4	2.67531459686937e-5	3.4846972367596284e-5	0	0
"msp_0553"	0	0	0	2.4287081724402604e-4	3.514053096858282e-5	4.767437015582764e-4	1.5811846183628626e-4	0	0	0	0	0	2.6907102708785644e-4	5.130409539760655e-4	1.7898288608397315e-4	0	1.523453315641288e-5
"msp_0554"	0	0	0.00133569294616223	5.451045211448095e-4	2.6390816703209343e-4	1.134418933229695e-4	0	0	0	0	0	0.001334680716472899	5.919228540300947e-4	9.542205501557885e-5	0	0	0
"msp_0555"	0	0	0	8.43785802353858e-5	0	0	0	0	0	0	0	0	7.971384418059552e-5	5.127699701191048e-6	0	0	0
